flow,amount,categories,unit
"Silver, Ag 4.2E-3%, Au 1.1E-4%, in ore, in ground",1.282334126055778e-13,"('natural resource', 'in ground')",kilogram
"Stibnite, in ground",1.1017500621407289e-13,"('natural resource', 'in ground')",kilogram
"Copper, Cu 6.8E-1%, in mixed ore, in ground",6.396111400633251e-14,"('natural resource', 'in ground')",kilogram
"Copper, Cu 0.2%, in mixed ore, in ground",2.6322296786460397e-14,"('natural resource', 'in ground')",kilogram
"Silver, Ag 5.4E-3%, in mixed ore, in ground",9.134162070172637e-15,"('natural resource', 'in ground')",kilogram
"Perlite, in ground",3.807187207564427e-15,"('natural resource', 'in ground')",kilogram
"Silver, Ag 4.6E-5%, Au 1.3E-4%, in ore, in ground",2.0909445298183916e-15,"('natural resource', 'in ground')",kilogram
"Spodumene, in ground",1.992085949949784e-15,"('natural resource', 'in ground')",kilogram
"Lithium, 0.15% in brine, in ground",1.9537539176186695e-15,"('natural resource', 'in ground')",kilogram
"Olivine, in ground",1.3371863450526444e-15,"('natural resource', 'in ground')",kilogram
"Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore, in ground",1.2893468033898685e-15,"('natural resource', 'in ground')",kilogram
"Silver, Ag 7.6E-5%, Au 9.7E-5%, in ore, in ground",3.7087052826722916e-16,"('natural resource', 'in ground')",kilogram
"Feldspar, in ground",2.992024959270154e-16,"('natural resource', 'in ground')",kilogram
"Silver, Ag 1.8E-6%, in mixed ore, in ground",2.190800611531951e-16,"('natural resource', 'in ground')",kilogram
"Silver, Ag 1.5E-4%, Au 6.8E-4%, in ore, in ground",2.9367887869866225e-17,"('natural resource', 'in ground')",kilogram
"Silver, 3.2ppm in sulfide, Ag 1.2ppm, Cu and Te, in crude ore, in ground",2.865133998452849e-17,"('natural resource', 'in ground')",kilogram
"Silver, Ag 1.5E-5%, Au 5.4E-4%, in ore, in ground",2.6882480723824818e-18,"('natural resource', 'in ground')",kilogram
