Flow_Key,Flow_Name,Metals,CF2_contributions,Total_CF2
"('ecoinvent-3.12-biosphere', '183f9856-03ab-464d-9366-8ef62077b510')",Antimony ion,"['Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb']","[8.141689583259605e-06, 1.224969972412562e-06, 2.7054136458172466e-07, 1.3295850158656297e-07, 1.2689784271685236e-07, 7.899424969388019e-09, 4.462194251727944e-09, 2.8823268408214916e-09, 2.039995453873888e-09, 5.841848075495936e-10, 2.746121330989961e-10, 1.4694627221979315e-11]",9.915214697640992e-06
"('ecoinvent-3.12-biosphere', '189bfd0c-3c62-53f0-8327-851c86e905b6')",Glufosinate,"['P', 'P', 'P', 'P']","[4.883877070363223e-16, 0.0, 0.0, 0.0]",4.883877070363223e-16
"('ecoinvent-3.12-biosphere', '193eb6c2-57b1-5b5f-91a4-2986768b33c0')",Mancozeb,"['Mn', 'Zn', 'Mn', 'Zn', 'Mn', 'Zn', 'Mn', 'Zn', 'Mn', 'Zn', 'Mn', 'Zn']","[9.401459407602422e-13, 1.4127811046544678e-11, 3.0185995519598294e-13, 4.535774438284096e-12, 1.1607531737955208e-14, 1.76062088003384e-13, 1.6673802496511103e-15, 2.6108066281869285e-14, 5.130400768157293e-16, 8.03325116365204e-15, 0.0, 0.0]",2.0129582738298324e-11
"('ecoinvent-3.12-biosphere', '198ce8e3-f05a-4bec-9f7f-325347453326')",Phosphorus,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[2.445264703735171e-09, 9.164027800970033e-10, 3.650157403816444e-10, 3.3580827158634583e-10, 3.156282304010983e-11, 1.9040736651751022e-11, 8.6502532978424e-12, 4.7192555284008635e-12, 1.956516039248645e-12, 7.121041616984723e-13, 4.906552213919838e-13]",4.129623839740608e-09
"('ecoinvent-3.12-biosphere', '19b6e569-85a4-4ea9-a590-d61a21e3c846')",Tin ion,"['Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn']","[5.397594485698682e-06, 5.2331619447728906e-08, 3.185332343186388e-08, 1.432699112920436e-08, 6.626625726243922e-09, 5.972498479784136e-09, 4.359708950426132e-09, 4.2101028676984547e-10, 2.8967297910178125e-10, 1.9984236914696768e-10, 1.8485735983862572e-10, 0.0]",5.51416063585879e-06
"('ecoinvent-3.12-biosphere', '1ad3b0dc-fce4-416b-9851-f29d12cce55a')",Dichromate,['Cr'],[6.723962472072461e-13],6.723962472072461e-13
"('ecoinvent-3.12-biosphere', '1b10a3a6-1168-5609-8d98-ed3252861869')",Acephate,"['P', 'P', 'P', 'P', 'P']","[1.21946921964316e-12, 3.460226904360109e-13, 1.7128454582489875e-14, 4.221065182242602e-15, -3.488483621687998e-17]",1.5868065450076863e-12
"('ecoinvent-3.12-biosphere', '1b5743fe-479b-51c0-a7c1-ab1422052ecd')",Copper oxychloride,"['Cu', 'Cu', 'Cu', 'Cu', 'Cu']","[2.195155708550196e-12, 9.486602559563249e-13, -2.2061866417588248e-14, -4.412373283517651e-14, 0.0]",3.077630365253756e-12
"('ecoinvent-3.12-biosphere', '1c010fa9-6058-54dd-9d67-a8a39eded215')",Azinphos-methyl,['P'],[3.488483621688001e-16],3.488483621688001e-16
"('ecoinvent-3.12-biosphere', '1c87de06-e58f-4684-a54c-d29f1a251a87')",Chromium III,"['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[6.72653205959205e-09, 3.9937241339442526e-10, 3.408633820673131e-10, 3.1195073589975657e-10, 2.4708898189686585e-10, 1.9346683606209427e-10, 1.228723563737164e-10, 1.200101451552876e-11, 5.9717743315023115e-12, 3.0032282552556198e-12, 3.4806393973203105e-13, 1.127742855071264e-14, 0.0]",8.363482123756791e-09
"('ecoinvent-3.12-biosphere', '1cc0be91-3df0-5d9b-ba9e-c0bb9ce30b0d')",Chlorpyrifos,"['P', 'P', 'P', 'P', 'P', 'P']","[1.2991113007177118e-13, 1.9221544755503214e-14, 1.0116602502895259e-15, 3.4884836216879827e-17, 0.0, 0.0]",1.501792199137808e-13
