flow,amount,categories,unit
"Silver, Ag 4.2E-3%, Au 1.1E-4%, in ore, in ground",1.282334088009665e-11,"('natural resource', 'in ground')",kilogram
"Stibnite, in ground",1.101750130825736e-11,"('natural resource', 'in ground')",kilogram
"Copper, Cu 6.8E-1%, in mixed ore, in ground",6.3961112906282515e-12,"('natural resource', 'in ground')",kilogram
"Copper, Cu 0.2%, in mixed ore, in ground",2.63222963337503e-12,"('natural resource', 'in ground')",kilogram
"Silver, Ag 5.4E-3%, in mixed ore, in ground",9.134161799167325e-13,"('natural resource', 'in ground')",kilogram
"Perlite, in ground",3.807186979347877e-13,"('natural resource', 'in ground')",kilogram
"Silver, Ag 4.6E-5%, Au 1.3E-4%, in ore, in ground",2.0909444677812752e-13,"('natural resource', 'in ground')",kilogram
"Spodumene, in ground",1.9920860062913976e-13,"('natural resource', 'in ground')",kilogram
"Lithium, 0.15% in brine, in ground",1.953753933966062e-13,"('natural resource', 'in ground')",kilogram
"Olivine, in ground",1.3371862883301357e-13,"('natural resource', 'in ground')",kilogram
"Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore, in ground",1.2893467651356935e-13,"('natural resource', 'in ground')",kilogram
"Silver, Ag 7.6E-5%, Au 9.7E-5%, in ore, in ground",3.708705172637146e-14,"('natural resource', 'in ground')",kilogram
"Feldspar, in ground",2.992025124635927e-14,"('natural resource', 'in ground')",kilogram
"Silver, Ag 1.8E-6%, in mixed ore, in ground",2.1908005465321622e-14,"('natural resource', 'in ground')",kilogram
"Silver, Ag 1.5E-4%, Au 6.8E-4%, in ore, in ground",2.9367886998537953e-15,"('natural resource', 'in ground')",kilogram
"Silver, 3.2ppm in sulfide, Ag 1.2ppm, Cu and Te, in crude ore, in ground",2.8651339134459777e-15,"('natural resource', 'in ground')",kilogram
"Silver, Ag 1.5E-5%, Au 5.4E-4%, in ore, in ground",2.688247992623713e-16,"('natural resource', 'in ground')",kilogram
