flow,amount,categories,unit
Aluminium,410124.7279931026,"('water', 'ground-, long-term')",kilogram
Aluminium,9024.669151832644,"('air',)",kilogram
Cobalt,4568.068519917941,"('water', 'ground-, long-term')",kilogram
"Lithium, ion",3186.2978219447177,"('water',)",kilogram
Aluminium,2629.1307815224577,"('air', 'low population density, long-term')",kilogram
Aluminium,1515.699986562708,"('water', 'surface water')",kilogram
Molybdenum,742.1261042052615,"('water', 'ground-, long-term')",kilogram
Aluminium,567.767742839584,"('soil', 'agricultural')",kilogram
"Copper, ion",542.4283887034745,"('water', 'ground-, long-term')",kilogram
Aluminium,425.39482917390905,"('soil', 'industrial')",kilogram
Molybdenum,308.24271519275874,"('water', 'surface water')",kilogram
"Nickel, ion",245.6676264541677,"('water', 'ground-, long-term')",kilogram
Aluminium,179.408579343413,"('water', 'ground-')",kilogram
Aluminium,143.04703915916875,"('air', 'urban air close to ground')",kilogram
Molybdenum,116.69411227139071,"('water', 'ground-')",kilogram
Aluminium,88.709702191377,"('water', 'ocean')",kilogram
"Iron, ion",62.290722581641525,"('water', 'ground-, long-term')",kilogram
"Silver, ion",45.03678535578206,"('water', 'ground-, long-term')",kilogram
Aluminium,38.962939445236316,"('water',)",kilogram
Manganese,30.262722963419815,"('water', 'ground-, long-term')",kilogram
"Zinc, ion",29.779409835227007,"('water', 'ground-, long-term')",kilogram
"Silver, ion",29.387561303006173,"('water',)",kilogram
Phosphate,25.862483240016246,"('water', 'ground-, long-term')",kilogram
Cobalt,22.292478934578156,"('air', 'urban air close to ground')",kilogram
Cobalt,12.831778022970479,"('air', 'non-urban air or from high stacks')",kilogram
Cobalt,8.850400375806329,"('water', 'ground-')",kilogram
Molybdenum,7.742596631651389,"('air', 'low population density, long-term')",kilogram
"Iron, ion",5.9886510448498855,"('water', 'ground-')",kilogram
Cobalt,5.0158067426598025,"('air', 'low population density, long-term')",kilogram
Molybdenum,3.7256444391337173,"('air', 'urban air close to ground')",kilogram
Phosphate,3.5994078378080747,"('water', 'ground-')",kilogram
"Silver, ion",3.5451316415695064,"('water', 'surface water')",kilogram
Molybdenum,2.7103915693485034,"('air',)",kilogram
Molybdenum,2.60838365029035,"('air', 'non-urban air or from high stacks')",kilogram
Cobalt,1.9224541691723402,"('water', 'surface water')",kilogram
"Silver, ion",1.6868790442667052,"('water', 'ground-')",kilogram
Cobalt,1.1644151629899566,"('soil', 'agricultural')",kilogram
"Nickel, ion",0.7673224999728309,"('water', 'ground-')",kilogram
Aluminium,0.6141333608447548,"('air', 'non-urban air or from high stacks')",kilogram
Antimony,0.5683304087772306,"('water', 'ground-, long-term')",kilogram
"Zinc, ion",0.33533715762145117,"('water', 'ocean')",kilogram
"Nickel, ion",0.3350634246145248,"('water', 'surface water')",kilogram
"Copper, ion",0.3267335859210098,"('water', 'surface water')",kilogram
Aluminium,0.29757550774325053,"('soil',)",kilogram
Manganese,0.262154403140206,"('water', 'ground-')",kilogram
Manganese,0.24199597294961325,"('soil', 'agricultural')",kilogram
"Iron, ion",0.21205456833474834,"('water', 'surface water')",kilogram
"Copper, ion",0.18431446694353562,"('water', 'ground-')",kilogram
Molybdenum,0.1716284156677206,"('soil', 'agricultural')",kilogram
"Zinc, ion",0.15235475373110258,"('water', 'surface water')",kilogram
"Copper, ion",0.13809421600676117,"('water',)",kilogram
Antimony,0.13071455885330896,"('water', 'surface water')",kilogram
"Silver, ion",0.12017446324300898,"('water', 'ocean')",kilogram
Cobalt,0.10864135630796908,"('water',)",kilogram
"Zinc, ion",0.09686794760571568,"('water', 'ground-')",kilogram
Antimony,0.09357967147677092,"('air',)",kilogram
