flow,amount,categories,unit
Molybdenum,0.0901494441820491,"('water', 'ocean')",kilogram
Silver,0.08983142588729803,"('air', 'low population density, long-term')",kilogram
"Nickel, ion",0.0808048277825611,"('water',)",kilogram
Molybdenum,0.08026406146281104,"('water',)",kilogram
"Tin, ion",0.06367157883406671,"('water', 'ground-, long-term')",kilogram
Manganese,0.06314129733750812,"('water', 'surface water')",kilogram
"Iron, ion",0.061935286394045955,"('water',)",kilogram
Antimony,0.03976470041910442,"('water', 'ground-')",kilogram
Lead,0.038185196696636926,"('water', 'ground-, long-term')",kilogram
Nickel,0.03227612743410421,"('air', 'urban air close to ground')",kilogram
Copper,0.028437536470351577,"('air', 'non-urban air or from high stacks')",kilogram
Cobalt,0.027890516433021477,"('soil',)",kilogram
Manganese,0.026319189263298282,"('air', 'low population density, long-term')",kilogram
Cobalt,0.024791260382104625,"('water', 'ocean')",kilogram
Chromium VI,0.023718670685419486,"('water', 'ground-, long-term')",kilogram
Iron,0.022028489675601955,"('air', 'low population density, long-term')",kilogram
Cobalt,0.021997016233790922,"('soil', 'industrial')",kilogram
Cobalt,0.021624662791048015,"('air',)",kilogram
"Copper, ion",0.021548230762403305,"('water', 'ocean')",kilogram
Copper,0.01928696769047238,"('air', 'low population density, long-term')",kilogram
Nickel,0.016509586618846692,"('air', 'non-urban air or from high stacks')",kilogram
Copper,0.013751596988680831,"('air', 'urban air close to ground')",kilogram
Manganese,0.011336921370980826,"('air', 'urban air close to ground')",kilogram
Manganese,0.011170080518699091,"('air', 'non-urban air or from high stacks')",kilogram
"Zinc, ion",0.011045054454462123,"('water',)",kilogram
Antimony,0.009808699181801201,"('air', 'non-urban air or from high stacks')",kilogram
Iron,0.009650719578817059,"('soil',)",kilogram
Copper,0.007896878691260266,"('air',)",kilogram
Manganese,0.00757519426692911,"('soil', 'industrial')",kilogram
Iron,0.006555302777352546,"('soil', 'industrial')",kilogram
Lead,0.006177610187108206,"('air', 'non-urban air or from high stacks')",kilogram
Lead,0.005150655119785065,"('water', 'surface water')",kilogram
Zinc,0.005110159007849104,"('air', 'non-urban air or from high stacks')",kilogram
Iron,0.004923270608602226,"('soil', 'agricultural')",kilogram
Molybdenum,0.004359940855506056,"('soil',)",kilogram
Copper,0.0038786468017228746,"('soil', 'agricultural')",kilogram
"Nickel, ion",0.003455058614910038,"('water', 'ocean')",kilogram
Phosphate,0.0028550682814065978,"('water', 'surface water')",kilogram
Zinc,0.0027247492040094563,"('air', 'urban air close to ground')",kilogram
Chromium VI,0.00267497206740846,"('water', 'surface water')",kilogram
Zinc,0.002561138789265242,"('soil', 'agricultural')",kilogram
"Lithium, ion",0.002501744315504338,"('water', 'surface water')",kilogram
Lead,0.0023857470939446838,"('air', 'low population density, long-term')",kilogram
Nickel,0.0020467809261866627,"('air', 'low population density, long-term')",kilogram
Lead,0.0014150574055784495,"('air', 'urban air close to ground')",kilogram
Antimony,0.0013867732859573116,"('air', 'low population density, long-term')",kilogram
Manganese,0.0013461492684247523,"('water',)",kilogram
"Iron, ion",0.0012248815987478702,"('water', 'ocean')",kilogram
Manganese,0.0010005358897429097,"('water', 'ocean')",kilogram
Zinc,0.0009554054470824624,"('air', 'low population density, long-term')",kilogram
Zinc,0.0009161238686795493,"('air',)",kilogram
Manganese,0.0007190383277167372,"('air',)",kilogram
Iron,0.0006938534392641,"('air', 'urban air close to ground')",kilogram
Nickel,0.0006447171253149934,"('soil', 'agricultural')",kilogram
Lead,0.000614482913401563,"('air',)",kilogram
Copper,0.0006108091183322119,"('soil',)",kilogram
"Tin, ion",0.0005800694731459781,"('water', 'surface water')",kilogram
Phosphate,0.00042431748703312705,"('water', 'ocean')",kilogram
Chromium,0.0003908000483146925,"('air', 'non-urban air or from high stacks')",kilogram
Zinc,0.00039059360178277244,"('soil',)",kilogram
Zinc,0.0003874759318946497,"('soil', 'industrial')",kilogram
Iron,0.0003092110108051144,"('air',)",kilogram
Nickel,0.00029836803183306215,"('air',)",kilogram
Chromium VI,0.00026756376225625243,"('water', 'ground-')",kilogram
"Tin, ion",0.00019954693287342216,"('water',)",kilogram
Lead,0.0001970758163265197,"('water',)",kilogram
Lead,0.0001925142617432397,"('water', 'ocean')",kilogram
Silver,0.00018240292710087347,"('air', 'urban air close to ground')",kilogram
Lead,0.00018085184151447677,"('soil', 'agricultural')",kilogram
Antimony,0.00017410225476496854,"('air', 'urban air close to ground')",kilogram
Antimony,0.0001359085799639822,"('water',)",kilogram
Phosphorus,0.00010077051571511854,"('soil', 'agricultural')",kilogram
Chromium VI,9.328622147904971e-05,"('air', 'non-urban air or from high stacks')",kilogram
"Tin, ion",6.95175704967162e-05,"('water', 'ground-')",kilogram
Tin,6.455848480402524e-05,"('air', 'non-urban air or from high stacks')",kilogram
Copper,5.5192340115455e-05,"('soil', 'industrial')",kilogram
Tin,4.668230960119863e-05,"('air',)",kilogram
Chromium VI,3.889777875828719e-05,"('air', 'low population density, long-term')",kilogram
Nickel,2.959837060377384e-05,"('soil', 'industrial')",kilogram
Silver,2.943751066764208e-05,"('air', 'non-urban air or from high stacks')",kilogram
Lead,2.8938625969151276e-05,"('water', 'ground-')",kilogram
Tin,2.1920943598111546e-05,"('air', 'low population density, long-term')",kilogram
Lead,2.115876474127541e-05,"('soil', 'industrial')",kilogram
Silver,2.099648419123177e-05,"('soil',)",kilogram
Manganese,2.0861236949541543e-05,"('soil',)",kilogram
Chromium VI,1.9993168014444415e-05,"('soil',)",kilogram
Lead,1.648283188809704e-05,"('soil',)",kilogram
Chromium,1.539007819681622e-05,"('soil', 'agricultural')",kilogram
Phosphorus,1.5261251119133065e-05,"('air', 'urban air close to ground')",kilogram
Silver,1.3581481533736262e-05,"('air',)",kilogram
Iron,1.2122901841182787e-05,"('water', 'ground-')",kilogram
Nickel,1.1768305528189779e-05,"('soil',)",kilogram
Chromium,1.1369880586230093e-05,"('air', 'urban air close to ground')",kilogram
Iron,1.09086371783736e-05,"('air', 'non-urban air or from high stacks')",kilogram
Antimony,1.0738477525135846e-05,"('soil',)",kilogram
Uranium,9.55810042178215e-06,"('air', 'urban air close to ground')",kilogram
Phosphorus,8.130388651146281e-06,"('soil', 'industrial')",kilogram
Chromium,6.160153677696365e-06,"('soil', 'industrial')",kilogram
Phosphorus,4.984045259294634e-06,"('water', 'surface water')",kilogram
Chromium VI,3.7846525044447453e-06,"('air', 'urban air close to ground')",kilogram
Chromium,3.5445290839036993e-06,"('air',)",kilogram
Chromium VI,3.270903510813479e-06,"('water',)",kilogram
Phosphorus,1.6715713093014768e-06,"('air', 'low population density, long-term')",kilogram
"Chromium, ion",1.0220325594980407e-06,"('water', 'surface water')",kilogram
Phosphorus,8.132133957980565e-07,"('water', 'ocean')",kilogram
"Chromium, ion",4.617136080855364e-07,"('water',)",kilogram
Tin,3.961311919679511e-07,"('air', 'urban air close to ground')",kilogram
"Chromium, ion",2.424866599288788e-07,"('water', 'ocean')",kilogram
Tin,1.0865387499353172e-07,"('soil', 'agricultural')",kilogram
Antimony,1.0598828008521123e-07,"('soil', 'agricultural')",kilogram
Phosphorus,9.946894483554292e-08,"('air', 'non-urban air or from high stacks')",kilogram
Chromium,6.369665924555171e-08,"('soil',)",kilogram
Phosphorus,3.9987833392516805e-08,"('water',)",kilogram
Chromium VI,1.7279730166064733e-08,"('air',)",kilogram
Phosphorus,1.4533826503031594e-08,"('water', 'ground-')",kilogram
"Chromium, ion",7.474062198632033e-09,"('water', 'ground-')",kilogram
Uranium,5.308177859425084e-09,"('air', 'non-urban air or from high stacks')",kilogram
Phosphate,3.5580610451349694e-09,"('water',)",kilogram
Mancozeb,2.8824774698661877e-09,"('soil', 'agricultural')",kilogram
Glyphosate,1.9692427939560814e-09,"('soil', 'industrial')",kilogram
Lithium,1.8524089551786766e-09,"('soil',)",kilogram
Lithium,1.8524089551786766e-09,"('water', 'ground-')",kilogram
Phosphorus,4.459213488868299e-10,"('air',)",kilogram
Glyphosate,2.7849289346730397e-10,"('soil', 'agricultural')",kilogram
Uranium,2.5521215231047774e-10,"('air',)",kilogram
Glyphosate,9.614524837623508e-11,"('air', 'non-urban air or from high stacks')",kilogram
Copper,3.172644586328557e-11,"('air', 'lower stratosphere + upper troposphere')",kilogram
Silver,7.4301404576289e-12,"('soil', 'agricultural')",kilogram
Dichromate,6.484746710566405e-12,"('water',)",kilogram
Lithium,3.2686499730584163e-12,"('air', 'urban air close to ground')",kilogram
Zinc,1.2194897791624186e-12,"('air', 'lower stratosphere + upper troposphere')",kilogram
Chlorpyrifos methyl,9.099699785698973e-13,"('soil', 'agricultural')",kilogram
Nickel,6.395190524579198e-13,"('air', 'lower stratosphere + upper troposphere')",kilogram
Dichromate,9.863807857025723e-14,"('water', 'surface water')",kilogram
Glyphosate,6.678648340066563e-14,"('water', 'ground-')",kilogram
Monocrotophos,5.5939716577571227e-14,"('soil', 'agricultural')",kilogram
Lead,4.3634832325401085e-14,"('air', 'lower stratosphere + upper troposphere')",kilogram
Chlorpyrifos,2.5121180962597107e-14,"('soil', 'agricultural')",kilogram
Acephate,6.488753502085726e-15,"('soil', 'agricultural')",kilogram
Sodium dichromate,4.815977159183154e-15,"('air', 'urban air close to ground')",kilogram
Chlorpyrifos,3.558795381114336e-15,"('air', 'non-urban air or from high stacks')",kilogram
Chromium,3.1202116356740757e-15,"('air', 'lower stratosphere + upper troposphere')",kilogram
Ethephon,1.0517962410934677e-15,"('soil', 'agricultural')",kilogram
Malathion,1.0246383134361114e-15,"('soil', 'agricultural')",kilogram
Sulfosate,7.543875516340094e-16,"('soil', 'agricultural')",kilogram
Acephate,5.354467521628258e-16,"('air', 'non-urban air or from high stacks')",kilogram
Glyphosate,4.3569318126222237e-16,"('water', 'surface water')",kilogram
Dicrotophos,1.4838403070036693e-16,"('soil', 'agricultural')",kilogram
Profenofos,7.36298730716403e-17,"('soil', 'agricultural')",kilogram
Tribufos,4.3326652292183554e-17,"('soil', 'agricultural')",kilogram
Cu-HDO,3.232441222493664e-17,"('water',)",kilogram
Glufosinate,1.9319774175633867e-17,"('soil', 'agricultural')",kilogram
Parathion,2.0758184002390803e-18,"('soil', 'agricultural')",kilogram
Phosphine,1.7649339381840277e-19,"('air', 'urban air close to ground')",kilogram
Ethephon,3.4668396099347226e-25,"('air', 'non-urban air or from high stacks')",kilogram
Ethephon,2.2880660993909426e-26,"('water', 'ground-')",kilogram
Ethephon,1.3866159771088076e-28,"('water', 'surface water')",kilogram
