flow,amount,categories,unit
Acephate,6.465067677115418e-11,"('air', 'non-urban air or from high stacks')",kilogram
Lithium carbonate,5.7221191116487277e-11,"('water',)",kilogram
Mancozeb,2.2247672120105437e-11,"('soil', 'forestry')",kilogram
Uranium,1.8444084877435594e-11,"('air',)",kilogram
Glyphosate,1.5461783054508655e-11,"('water',)",kilogram
Glyphosate,1.1427771067797407e-11,"('water', 'ground-')",kilogram
Monocrotophos,9.998392287055824e-12,"('soil', 'agricultural')",kilogram
Glufosinate ammonium,8.306000535159586e-12,"('soil', 'agricultural')",kilogram
Sulfosate,5.726706235753962e-12,"('soil', 'agricultural')",kilogram
Chlorpyrifos,4.417614353967778e-12,"('soil', 'agricultural')",kilogram
Mancozeb,3.308987565391707e-12,"('water', 'ground-')",kilogram
Acephate,3.1638072157944678e-12,"('soil', 'forestry')",kilogram
Dichromate,2.9898942746133415e-12,"('water',)",kilogram
Ethephon,2.90035998207988e-12,"('soil', 'agricultural')",kilogram
Fentin hydroxide,1.0955560345580249e-12,"('soil', 'agricultural')",kilogram
Mancozeb,1.00741496356296e-12,"('water',)",kilogram
Acephate,9.125659962810304e-13,"('water', 'ground-')",kilogram
Copper oxychloride,6.757094683773912e-13,"('soil', 'agricultural')",kilogram
Chlorpyrifos,6.553301288048346e-13,"('air', 'non-urban air or from high stacks')",kilogram
Copper oxychloride,2.9178434093572565e-13,"('air', 'non-urban air or from high stacks')",kilogram
Zineb,2.609383741930533e-13,"('soil', 'agricultural')",kilogram
Glyphosate,1.0345651482937046e-13,"('water', 'surface water')",kilogram
Acephate,8.326279202241438e-14,"('water',)",kilogram
Aluminium hydroxide,5.2760553918376236e-14,"('water',)",kilogram
Chlorpyrifos,4.88558649886872e-14,"('soil', 'forestry')",kilogram
Phorate,2.8190494936300243e-14,"('soil', 'agricultural')",kilogram
Malathion,2.657043178540627e-14,"('soil', 'agricultural')",kilogram
Chromium III,1.0502288748911224e-14,"('air', 'lower stratosphere + upper troposphere')",kilogram
Lithium hexafluorophosphate,1.0424837966073539e-14,"('water',)",kilogram
Ethoprop,9.15001211057408e-15,"('soil', 'agricultural')",kilogram
Copper oxychloride,3.359353570881152e-15,"('soil', 'forestry')",kilogram
Phosphorus trichloride,1.380254466994367e-15,"('air', 'urban air close to ground')",kilogram
