flow,amount,categories,unit
Flumetsulam,0.1459642814707232,"('air', 'non-urban air or from high stacks')",kilogram
Sodium chlorate,0.14521886945897472,"('water', 'ground-')",kilogram
Phosphorus,0.13537930214786387,"('air',)",kilogram
Acephate,0.10919048004839531,"('soil', 'agricultural')",kilogram
Flumiclorac-pentyl,0.09583308549349273,"('air', 'non-urban air or from high stacks')",kilogram
Carfentrazone-ethyl,0.09231011329114593,"('air', 'non-urban air or from high stacks')",kilogram
Diflubenzuron,0.08164934225779226,"('air', 'non-urban air or from high stacks')",kilogram
"Cyhalothrin, gamma-",0.07905486806613576,"('soil', 'agricultural')",kilogram
Flufenacet,0.07497674313193593,"('soil', 'agricultural')",kilogram
Trifloxystrobin,0.06522262064680305,"('air', 'non-urban air or from high stacks')",kilogram
Fluroxypyr,0.06385839783691837,"('soil', 'agricultural')",kilogram
Cu-HDO,0.05725918639142538,"('water',)",kilogram
Cyfluthrin,0.05547504128856782,"('air', 'non-urban air or from high stacks')",kilogram
Lactofen,0.05431677581263604,"('soil', 'agricultural')",kilogram
Ethephon,0.05318484495220371,"('soil', 'agricultural')",kilogram
Acifluorfen,0.04912958552440127,"('soil', 'agricultural')",kilogram
Boron trifluoride,0.044344622407561644,"('air', 'urban air close to ground')",kilogram
Flurtamone,0.043101646916456744,"('soil', 'agricultural')",kilogram
Tefluthrin,0.03960229031225553,"('soil', 'agricultural')",kilogram
Malathion,0.03219843432212223,"('soil', 'agricultural')",kilogram
Sulfosate,0.03193797647950121,"('soil', 'agricultural')",kilogram
