flow,amount,categories,unit
"Tin, 79% in cassiterite, 0.1% in crude ore, in ground",2170.5986958465446,"('natural resource', 'in ground')",kilogram
"TiO2, 95% in rutile, 0.40% in crude ore, in ground",2018.628085223013,"('natural resource', 'in ground')",kilogram
"Pd, Pd 2.0E-4%, Pt 4.8E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground",1564.0253545947794,"('natural resource', 'in ground')",kilogram
"Pd, Pd 7.3E-4%, Pt 2.5E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground",1437.4033887362027,"('natural resource', 'in ground')",kilogram
"Copper, Cu 6.8E-1%, in mixed ore, in ground",980.1782051177346,"('natural resource', 'in ground')",kilogram
"Lead, Pb 0.014%, in mixed ore, in ground",656.4514361949234,"('natural resource', 'in ground')",kilogram
"strontium, in ground",641.829935504954,"('natural resource', 'in ground')",kilogram
"Pt, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground",492.7227363940725,"('natural resource', 'in ground')",kilogram
"Cobalt, Co 5.0E-2%, in mixed ore, in ground",197.84127353781653,"('natural resource', 'in ground')",kilogram
"Silver, 0.007% in sulfide, Ag 0.004%, Pb, Zn, Cd, In, in ground",193.16736895781463,"('natural resource', 'in ground')",kilogram
"Rh, Rh 2.4E-5%, Pt 4.8E-4%, Pd 2.0E-4%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground",184.26174476903213,"('natural resource', 'in ground')",kilogram
"Gold, Au 9.7E-4%, in mixed ore, in ground",137.0420835305332,"('natural resource', 'in ground')",kilogram
"Copper, Cu 0.2%, in mixed ore, in ground",106.77092088531347,"('natural resource', 'in ground')",kilogram
"Silver, Ag 9.7E-4%, in mixed ore, in ground",92.36787931066061,"('natural resource', 'in ground')",kilogram
"Silver, Ag 4.2E-3%, Au 1.1E-4%, in ore, in ground",74.8807537547291,"('natural resource', 'in ground')",kilogram
"Lead, Pb 3.6E-1%, in mixed ore, in ground",43.833145071209984,"('natural resource', 'in ground')",kilogram
"Gold, Au 6.7E-4%, in ore, in ground",43.37885346813786,"('natural resource', 'in ground')",kilogram
"Rh, Rh 2.0E-5%, Pt 2.5E-4%, Pd 7.3E-4%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground",39.346923831833365,"('natural resource', 'in ground')",kilogram
"Gold, Au 7.1E-4%, in ore, in ground",21.28362253050373,"('natural resource', 'in ground')",kilogram
"Gold, Au 1.4E-4%, in ore, in ground",8.680576351162975,"('natural resource', 'in ground')",kilogram
"Gold, Au 4.3E-4%, in ore, in ground",5.20375940281973,"('natural resource', 'in ground')",kilogram
"Rhenium, in crude ore, in ground",4.603651282028092,"('natural resource', 'in ground')",kilogram
"Gold, Au 4.9E-5%, in ore, in ground",2.9742413049182783,"('natural resource', 'in ground')",kilogram
"Lithium, 0.15% in brine, in ground",2.955338095273631,"('natural resource', 'in ground')",kilogram
"Gold, Au 1.3E-4%, Ag 4.6E-5%, in ore, in ground",2.7101540968488265,"('natural resource', 'in ground')",kilogram
"Gold, Au 1.1E-4%, Ag 4.2E-3%, in ore, in ground",1.9990933487355065,"('natural resource', 'in ground')",kilogram
"Silver, Ag 5.4E-3%, in mixed ore, in ground",1.979868492458044,"('natural resource', 'in ground')",kilogram
"Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore, in ground",0.9723353318836816,"('natural resource', 'in ground')",kilogram
"Silver, Ag 4.6E-5%, Au 1.3E-4%, in ore, in ground",0.9679570653949042,"('natural resource', 'in ground')",kilogram
"Gold, Au 2.1E-4%, Ag 2.1E-4%, in ore, in ground",0.9549064553922026,"('natural resource', 'in ground')",kilogram
"Gold, Au 6.8E-4%, Ag 1.5E-4%, in ore, in ground",0.31626290121842277,"('natural resource', 'in ground')",kilogram
"Gold, Au 1.8E-4%, in mixed ore, in ground",0.21721072773636096,"('natural resource', 'in ground')",kilogram
"Gold, Au 5.4E-4%, Ag 1.5E-5%, in ore, in ground",0.18434399764500584,"('natural resource', 'in ground')",kilogram
"Gold, Au 9.7E-5%, Ag 7.6E-5%, in ore, in ground",0.1644297974705012,"('natural resource', 'in ground')",kilogram
"Silver, Ag 7.6E-5%, Au 9.7E-5%, in ore, in ground",0.12882979801119865,"('natural resource', 'in ground')",kilogram
"Silver, Ag 1.5E-4%, Au 6.8E-4%, in ore, in ground",0.07098513134938776,"('natural resource', 'in ground')",kilogram
"Palladium, Pd 1.6E-6%, in mixed ore, in ground",0.017074108829433814,"('natural resource', 'in ground')",kilogram
"Gallium, 0.014% in bauxite, in ground",0.0151227329218594,"('natural resource', 'in ground')",kilogram
"Cerium, 24% in bastnasite, 2.4% in crude ore, in ground",0.006626142301509847,"('natural resource', 'in ground')",kilogram
"Silver, Ag 1.5E-5%, Au 5.4E-4%, in ore, in ground",0.005146769379393168,"('natural resource', 'in ground')",kilogram
"Tellurium, 0.5ppm in sulfide, Te 0.2ppm, Cu and Ag, in crude ore, in ground",0.0012090884173491074,"('natural resource', 'in ground')",kilogram
"Platinum, Pt 4.7E-7%, in mixed ore, in ground",0.0007253850582321648,"('natural resource', 'in ground')",kilogram
"Lanthanum, 7.2% in bastnasite, 0.72% in crude ore, in ground",0.000239599576329634,"('natural resource', 'in ground')",kilogram
"Silver, 3.2ppm in sulfide, Ag 1.2ppm, Cu and Te, in crude ore, in ground",0.00015912304111089304,"('natural resource', 'in ground')",kilogram
"Neodymium, 4% in bastnasite, 0.4% in crude ore, in ground",0.0001464219572336633,"('natural resource', 'in ground')",kilogram
"Rhodium, Rh 1.6E-7%, in mixed ore, in ground",5.038180295647303e-05,"('natural resource', 'in ground')",kilogram
"Silver, Ag 1.8E-6%, in mixed ore, in ground",1.7588553677941482e-05,"('natural resource', 'in ground')",kilogram
"Praseodymium, 0.42% in bastnasite, 0.042% in crude ore, in ground",1.2067242884541996e-05,"('natural resource', 'in ground')",kilogram
"Gold, Au 1.0E-7%, in mixed ore, in ground",4.1411536550772566e-06,"('natural resource', 'in ground')",kilogram
"Samarium, 0.3% in bastnasite, 0.03% in crude ore, in ground",3.7096245160808116e-06,"('natural resource', 'in ground')",kilogram
"Gadolinium, 0.15% in bastnasite, 0.015% in crude ore, in ground",1.2760359260977402e-06,"('natural resource', 'in ground')",kilogram
"Europium, 0.06% in bastnasite, 0.006% in crude ore, in ground",1.4889401173246324e-07,"('natural resource', 'in ground')",kilogram
