Flow_Name,Flow_Key,Metal,Delta_g_Total,Delta_g_Metal,Metal_Fraction,CF_Metal,CF_Total,grade_source
"Lithium, 0.15% in brine, in ground","('ecoinvent-3.4-biosphere', 'a9ad523f-b721-4f07-ad9f-584053f3454d')",Li,8.219160189257793e-16,8.219160189257793e-16,0.0015,2.27774017949366e-16,2.27774017949366e-16,parsed_in_mineral
"Silver, Ag 4.2E-3%, Au 1.1E-4%, in ore, in ground","('ecoinvent-3.4-biosphere', 'd76320f7-6761-4864-92a6-660fa3453ffa')",Ag,5.380298944393241e-16,5.380298944393241e-16,4.2e-05,6.594823477357711e-18,6.594823477357711e-18,parsed_crude_ore_multi
"Rh, Rh 2.4E-5%, Pt 4.8E-4%, Pd 2.0E-4%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground","('ecoinvent-3.4-biosphere', 'f7360584-688a-4b6f-bc4a-db00a1e7b022')",Ni,1.8232563449310194e-16,1.5310533896250612e-16,0.00037,3.354694424738564e-17,3.9949409580727685e-17,parsed_crude_ore_multi
"Rh, Rh 2.4E-5%, Pt 4.8E-4%, Pd 2.0E-4%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground","('ecoinvent-3.4-biosphere', 'f7360584-688a-4b6f-bc4a-db00a1e7b022')",Cu,1.8232563449310194e-16,2.9220295530595794e-17,0.00052,6.402465333342046e-18,3.9949409580727685e-17,parsed_crude_ore_multi
"Silver, Ag 5.4E-3%, in mixed ore, in ground","('ecoinvent-3.4-biosphere', 'eaa3e9d4-68d6-4267-a7a5-48b141c3861e')",Ag,4.218156940763238e-17,4.218156940763238e-17,5.4000000000000005e-05,8.479058756602773e-18,8.479058756602773e-18,parsed_crude_ore_multi
"Gold, Au 1.1E-4%, Ag 4.2E-3%, in ore, in ground","('ecoinvent-3.4-biosphere', 'ff741136-d6ee-444a-a15b-3b308e376db8')",Ag,1.4363797497519074e-17,1.4363797497519074e-17,4.2e-05,6.594823477357711e-18,6.594823477357711e-18,parsed_crude_ore_multi
"Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore, in ground","('ecoinvent-3.4-biosphere', 'd02343bd-b00d-4fb3-9bda-2e8183f3b012')",Ag,2.7245518669733977e-19,2.7245518669733977e-19,2.1000000000000002e-06,3.2974117386788564e-19,3.2974117386788564e-19,parsed_crude_ore_multi
"Gold, Au 1.3E-4%, Ag 4.6E-5%, in ore, in ground","('ecoinvent-3.4-biosphere', '7cd1d217-70a7-4452-abc4-3b1100763d6d')",Ag,2.7101539128885304e-19,2.7101539128885304e-19,4.6e-07,7.222901903772732e-20,7.222901903772732e-20,parsed_crude_ore_multi
"Gold, Au 2.1E-4%, Ag 2.1E-4%, in ore, in ground","('ecoinvent-3.4-biosphere', '2d65a3f7-2a10-4a10-ac9e-a0cc7cd57979')",Ag,2.675714931374117e-19,2.675714931374117e-19,2.1000000000000002e-06,3.2974117386788564e-19,3.2974117386788564e-19,parsed_crude_ore_multi
"Silver, Ag 4.6E-5%, Au 1.3E-4%, in ore, in ground","('ecoinvent-3.4-biosphere', '6f70e7c7-ef61-4489-b4f3-157e7e8541ef')",Ag,9.679569996917512e-20,9.679569996917512e-20,4.6e-07,7.222901903772732e-20,7.222901903772732e-20,parsed_crude_ore_multi
"Gold, Au 9.7E-5%, Ag 7.6E-5%, in ore, in ground","('ecoinvent-3.4-biosphere', 'c7d38707-3b22-4fb1-b001-0c8cad496a60')",Ag,3.620259891237514e-20,3.620259891237514e-20,7.6e-07,1.1933490101885384e-19,1.1933490101885384e-19,parsed_crude_ore_multi
"Silver, Ag 7.6E-5%, Au 9.7E-5%, in ore, in ground","('ecoinvent-3.4-biosphere', '781dda0c-ffeb-4664-9667-7506ce6269b9')",Ag,2.836452745858575e-20,2.836452745858575e-20,7.6e-07,1.1933490101885384e-19,1.1933490101885384e-19,parsed_crude_ore_multi
"Gold, Au 6.8E-4%, Ag 1.5E-4%, in ore, in ground","('ecoinvent-3.4-biosphere', '4f5aad55-54d2-4628-a509-b28ef1929bb4')",Ag,1.9750790035342973e-20,1.9750790035342973e-20,1.4999999999999998e-06,2.3552940990563253e-19,2.3552940990563253e-19,parsed_crude_ore_multi
"Silver, Ag 1.5E-4%, Au 6.8E-4%, in ore, in ground","('ecoinvent-3.4-biosphere', 'ed8c57b5-6012-4f21-8b70-92a85923786a')",Ag,4.433060025414486e-21,4.433060025414486e-21,1.4999999999999998e-06,2.3552940990563253e-19,2.3552940990563253e-19,parsed_crude_ore_multi
"Silver, 3.2ppm in sulfide, Ag 1.2ppm, Cu and Te, in crude ore, in ground","('ecoinvent-3.4-biosphere', '14946240-b1ee-412c-b900-ed5728a4e684')",Ag,3.3901541260960775e-21,3.3901541260960775e-21,1.2e-06,1.8842352792450605e-19,1.8842352792450605e-19,parsed_crude_ore_multi
"Gold, Au 5.4E-4%, Ag 1.5E-5%, in ore, in ground","('ecoinvent-3.4-biosphere', 'd6c7644f-0d7c-4bb3-b8bb-686ebede951e')",Ag,1.4534313066808804e-21,1.4534313066808804e-21,1.5e-07,2.3552940990563256e-20,2.3552940990563256e-20,parsed_crude_ore_multi
"Silver, Ag 1.8E-6%, in mixed ore, in ground","('ecoinvent-3.4-biosphere', '45ed0c16-0e34-45f1-8bf9-3b1ce8489e73')",Ag,3.747283254279946e-22,3.747283254279946e-22,1.8e-08,2.8263529188675907e-21,2.8263529188675907e-21,parsed_crude_ore_multi
"Silver, Ag 1.5E-5%, Au 5.4E-4%, in ore, in ground","('ecoinvent-3.4-biosphere', 'adfff256-b19a-4083-9783-ffbc7a7cb437')",Ag,4.057889510827375e-23,4.057889510827375e-23,1.5e-07,2.3552940990563256e-20,2.3552940990563256e-20,parsed_crude_ore_multi
