flow,amount,categories,unit
Aluminium,70351.35356546297,"('water', 'ground-, long-term')",kilogram
Aluminium,1756.3541336405403,"('air',)",kilogram
Molybdenum,42.31957967256244,"('water', 'ground-, long-term')",kilogram
Aluminium,27.435416481764435,"('water', 'ground-')",kilogram
Manganese,18.957298832836038,"('water', 'ground-, long-term')",kilogram
Molybdenum,18.855398820667737,"('water', 'surface water')",kilogram
Aluminium,16.575510413293994,"('air', 'urban air close to ground')",kilogram
"Copper, ion",15.300248446934713,"('water', 'ground-, long-term')",kilogram
Aluminium,5.556629815694939,"('water',)",kilogram
Aluminium,5.496625128770281,"('soil', 'industrial')",kilogram
Chromium VI,3.880815077409096,"('water', 'ground-, long-term')",kilogram
"Zinc, ion",2.5906872947022865,"('water', 'ground-, long-term')",kilogram
Nickel,1.8809224433538334,"('air', 'non-urban air or from high stacks')",kilogram
Aluminium,1.3950271446121878,"('soil', 'agricultural')",kilogram
"Nickel, ion",1.3383574320260203,"('water', 'ground-')",kilogram
Aluminium,1.0314665712849158,"('water', 'ocean')",kilogram
Molybdenum,0.9719348314239047,"('water', 'ground-')",kilogram
Uranium,0.5487084215604637,"('air', 'urban air close to ground')",kilogram
"Silver, ion",0.3246436411278545,"('water',)",kilogram
Molybdenum,0.2176921841357751,"('air', 'non-urban air or from high stacks')",kilogram
Manganese,0.1920755598219834,"('water', 'ground-')",kilogram
Copper,0.1873501228324839,"('air', 'non-urban air or from high stacks')",kilogram
Nickel,0.14393821368223647,"('air', 'urban air close to ground')",kilogram
"Silver, ion",0.14353843836077285,"('water', 'ground-, long-term')",kilogram
Molybdenum,0.10789043387009961,"('air',)",kilogram
"Nickel, ion",0.06770351912951608,"('water', 'surface water')",kilogram
Copper,0.05661673461017229,"('air',)",kilogram
"Nickel, ion",0.03840737297399476,"('water',)",kilogram
Lead,0.03246893332119748,"('water', 'ground-, long-term')",kilogram
Aluminium,0.029120641658601287,"('soil',)",kilogram
"Copper, ion",0.023071185529332967,"('water', 'ground-')",kilogram
"Silver, ion",0.02144957837086102,"('water', 'ground-')",kilogram
Zinc,0.020012279152339926,"('air', 'non-urban air or from high stacks')",kilogram
Aluminium,0.01903885573878858,"('air', 'non-urban air or from high stacks')",kilogram
Manganese,0.01845810423736269,"('air', 'non-urban air or from high stacks')",kilogram
Lead,0.017093937417429973,"('air', 'non-urban air or from high stacks')",kilogram
Chromium VI,0.01576793359424822,"('water', 'ground-')",kilogram
Molybdenum,0.014024283973681563,"('air', 'urban air close to ground')",kilogram
Chromium VI,0.011076050709859333,"('air', 'non-urban air or from high stacks')",kilogram
Molybdenum,0.010245170099632018,"('air', 'low population density, long-term')",kilogram
Nickel,0.009923715478038497,"('air',)",kilogram
"Zinc, ion",0.00932556787479652,"('water', 'ground-')",kilogram
Copper,0.007341700819546413,"('air', 'urban air close to ground')",kilogram
"Tin, ion",0.007096445923229534,"('water', 'ground-, long-term')",kilogram
"Copper, ion",0.006133418359316054,"('water',)",kilogram
"Chromium, ion",0.004975941335680474,"('water',)",kilogram
Molybdenum,0.004766163270594117,"('water',)",kilogram
"Copper, ion",0.004345278636413464,"('water', 'surface water')",kilogram
Copper,0.003380927016396251,"('soil',)",kilogram
