Flow_Name,Flow_Key,Metal,Delta_g_Total,Delta_g_Metal,Metal_Fraction,CF_Metal,CF_Total,grade_source
Nickel II,"('ecoinvent-3.12-biosphere', 'c89873de-cd23-4323-a948-f5cfeebd2fc9')",Ni,1.2663420439962706e-10,1.2663420439962706e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel II,"('ecoinvent-3.12-biosphere', '6ec6cdaa-5a01-46d4-b716-1905e56690ea')",Ni,1.2663420439962706e-10,1.2663420439962706e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel II,"('ecoinvent-3.12-biosphere', '23cb10a4-6228-4ce4-9fb5-7043bc31faec')",Ni,1.2663420439962706e-10,1.2663420439962706e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel II,"('ecoinvent-3.12-biosphere', '2bcad3b3-5305-481c-a166-ad5e6eac2675')",Ni,1.2663420439962706e-10,1.2663420439962706e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel II,"('ecoinvent-3.12-biosphere', '5de1943f-b011-45a0-97d4-ed15eea6a382')",Ni,1.2663420439962706e-10,1.2663420439962706e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel II,"('ecoinvent-3.12-biosphere', '9f69cb8e-51fe-447b-a1ac-4da74de8ebe4')",Ni,1.2663420439962706e-10,1.2663420439962706e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel II,"('ecoinvent-3.12-biosphere', 'b4580545-243d-48d2-a3a0-2633a4f46fb1')",Ni,1.2663420439962706e-10,1.2663420439962706e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel II,"('ecoinvent-3.12-biosphere', 'a72a45ee-395a-4d25-b893-9d183e43e76e')",Ni,1.2663420439962706e-10,1.2663420439962706e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Phosphorus,"('ecoinvent-3.12-biosphere', 'e2d35af7-9806-46ff-9b75-b124a48fa5a1')",P,1.2338075307905922e-10,1.2338075307905922e-10,1.0,1.6973366253890836e-14,1.6973366253890836e-14,dissipation
Phosphorus,"('ecoinvent-3.12-biosphere', '8b0a4a41-c65c-4d94-b10c-94ddb98abdd2')",P,1.2338075307905922e-10,1.2338075307905922e-10,1.0,1.6973366253890836e-14,1.6973366253890836e-14,dissipation
