Flow_Name,Flow_Key,Metal,Delta_g_Total,Delta_g_Metal,Metal_Fraction,CF_Metal,CF_Total,grade_source,Mineral,f_mineral_me,Delta_g_Mineral,Mineral_Fraction,CF_Mineral,xi_Mineral,xf_Mineral,xr_Mineral,ERC,CF2
Aluminium III,"('ecoinvent-3.12-biosphere', 'e0401210-0377-4670-84af-12247ca20bed')",Al,7.020474673658674e-06,7.020474673658674e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.031026212173682e-05,2.8930041152263373,1.8580425034639034e-13,0.703,0.7029796897378782,0.95,0.0023183730268120472,0.0023183730268120472
Aluminium III,"('ecoinvent-3.12-biosphere', '0ace7678-a181-48e8-8728-d912a8b56c57')",Al,7.020474673658674e-06,7.020474673658674e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.031026212173682e-05,2.8930041152263373,1.8580425034639034e-13,0.703,0.7029796897378782,0.95,0.0023183730268120472,0.0023183730268120472
Aluminium III,"('ecoinvent-3.12-biosphere', '97e498ec-f323-4ec6-bcc0-d8a4c853bae3')",Al,7.020474673658674e-06,7.020474673658674e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.031026212173682e-05,2.8930041152263373,1.8580425034639034e-13,0.703,0.7029796897378782,0.95,0.0023183730268120472,0.0023183730268120472
Aluminium III,"('ecoinvent-3.12-biosphere', '9c3bd678-1b2f-4b95-a245-d5c8a3fe326b')",Al,7.020474673658674e-06,7.020474673658674e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.031026212173682e-05,2.8930041152263373,1.8580425034639034e-13,0.703,0.7029796897378782,0.95,0.0023183730268120472,0.0023183730268120472
Aluminium III,"('ecoinvent-3.12-biosphere', '2e0c9efa-d55c-49db-8be3-0376d5921ff4')",Al,7.020474673658674e-06,7.020474673658674e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.031026212173682e-05,2.8930041152263373,1.8580425034639034e-13,0.703,0.7029796897378782,0.95,0.0023183730268120472,0.0023183730268120472
Aluminium III,"('ecoinvent-3.12-biosphere', '46e63323-cffd-4c46-829b-5f006b50fa9b')",Al,7.020474673658674e-06,7.020474673658674e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.031026212173682e-05,2.8930041152263373,1.8580425034639034e-13,0.703,0.7029796897378782,0.95,0.0023183730268120472,0.0023183730268120472
Aluminium III,"('ecoinvent-3.12-biosphere', '01056d4b-f9b0-4dfc-b8d9-8407c8376efb')",Al,7.020474673658674e-06,7.020474673658674e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.031026212173682e-05,2.8930041152263373,1.8580425034639034e-13,0.703,0.7029796897378782,0.95,0.0023183730268120472,0.0023183730268120472
Aluminium III,"('ecoinvent-3.12-biosphere', 'ff65658c-2d39-44a2-b23e-7ec3c644f064')",Al,7.020474673658674e-06,7.020474673658674e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.031026212173682e-05,2.8930041152263373,1.8580425034639034e-13,0.703,0.7029796897378782,0.95,0.0023183730268120472,0.0023183730268120472
Aluminium III,"('ecoinvent-3.12-biosphere', '7880e65c-0321-4295-ba55-3186ad36e489')",Al,7.020474673658674e-06,7.020474673658674e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.031026212173682e-05,2.8930041152263373,1.8580425034639034e-13,0.703,0.7029796897378782,0.95,0.0023183730268120472,0.0023183730268120472
Aluminium III,"('ecoinvent-3.12-biosphere', '39555a26-d28b-425f-993f-e8770ab7d9cf')",Al,7.020474673658674e-06,7.020474673658674e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.031026212173682e-05,2.8930041152263373,1.8580425034639034e-13,0.703,0.7029796897378782,0.95,0.0023183730268120472,0.0023183730268120472
Aluminium III,"('ecoinvent-3.12-biosphere', '2baa4381-b781-4f5e-90de-508b0fa3fd1f')",Al,7.020474673658674e-06,7.020474673658674e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.031026212173682e-05,2.8930041152263373,1.8580425034639034e-13,0.703,0.7029796897378782,0.95,0.0023183730268120472,0.0023183730268120472
Aluminium III,"('ecoinvent-3.12-biosphere', '6f0b8b7c-3888-4174-b7e3-916d42d678ee')",Al,7.020474673658674e-06,7.020474673658674e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.031026212173682e-05,2.8930041152263373,1.8580425034639034e-13,0.703,0.7029796897378782,0.95,0.0023183730268120472,0.0023183730268120472
Aluminium III,"('ecoinvent-3.12-biosphere', '765546a9-b056-4d27-ad14-2f016511bdcb')",Al,7.020474673658674e-06,7.020474673658674e-06,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation,Bauxite (Gibbsite),2.8930041152263373,2.031026212173682e-05,2.8930041152263373,1.8580425034639034e-13,0.703,0.7029796897378782,0.95,0.0023183730268120472,0.0023183730268120472
Manganese II,"('ecoinvent-3.12-biosphere', 'b0546417-3064-4878-bd6f-2da75cefdf63')",Mn,2.716562816207155e-06,2.716562816207155e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,4.298358886403726e-06,1.5822784810126582,1.0261088658398912e-13,0.5,0.4999957016411136,0.6709603911825677,4.368327605780774e-06,4.368327605780774e-06
Manganese II,"('ecoinvent-3.12-biosphere', '295060ba-3c3d-45e4-99ca-e17b1204b553')",Mn,2.716562816207155e-06,2.716562816207155e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,4.298358886403726e-06,1.5822784810126582,1.0261088658398912e-13,0.5,0.4999957016411136,0.6709603911825677,4.368327605780774e-06,4.368327605780774e-06
Manganese II,"('ecoinvent-3.12-biosphere', '835d0907-a668-4d92-b6b6-7b56fa343713')",Mn,2.716562816207155e-06,2.716562816207155e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,4.298358886403726e-06,1.5822784810126582,1.0261088658398912e-13,0.5,0.4999957016411136,0.6709603911825677,4.368327605780774e-06,4.368327605780774e-06
Manganese II,"('ecoinvent-3.12-biosphere', '2460f868-54a9-404c-bec8-c809a44ae72c')",Mn,2.716562816207155e-06,2.716562816207155e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,4.298358886403726e-06,1.5822784810126582,1.0261088658398912e-13,0.5,0.4999957016411136,0.6709603911825677,4.368327605780774e-06,4.368327605780774e-06
Manganese II,"('ecoinvent-3.12-biosphere', '9c706cff-cb82-4207-a589-95896e04dc08')",Mn,2.716562816207155e-06,2.716562816207155e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,4.298358886403726e-06,1.5822784810126582,1.0261088658398912e-13,0.5,0.4999957016411136,0.6709603911825677,4.368327605780774e-06,4.368327605780774e-06
Manganese II,"('ecoinvent-3.12-biosphere', '10cbd2f7-c41b-4bb4-b636-d8fc15cf0282')",Mn,2.716562816207155e-06,2.716562816207155e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,4.298358886403726e-06,1.5822784810126582,1.0261088658398912e-13,0.5,0.4999957016411136,0.6709603911825677,4.368327605780774e-06,4.368327605780774e-06
Manganese II,"('ecoinvent-3.12-biosphere', '6b7fbea6-4a86-40f9-954d-3c9b3611abfd')",Mn,2.716562816207155e-06,2.716562816207155e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,4.298358886403726e-06,1.5822784810126582,1.0261088658398912e-13,0.5,0.4999957016411136,0.6709603911825677,4.368327605780774e-06,4.368327605780774e-06
Manganese II,"('ecoinvent-3.12-biosphere', '009a49e8-09a7-4432-9cb9-f2dd18e8f922')",Mn,2.716562816207155e-06,2.716562816207155e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,4.298358886403726e-06,1.5822784810126582,1.0261088658398912e-13,0.5,0.4999957016411136,0.6709603911825677,4.368327605780774e-06,4.368327605780774e-06
Manganese II,"('ecoinvent-3.12-biosphere', '44f28e11-061d-44fd-8f25-dc62a9f1fa57')",Mn,2.716562816207155e-06,2.716562816207155e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,4.298358886403726e-06,1.5822784810126582,1.0261088658398912e-13,0.5,0.4999957016411136,0.6709603911825677,4.368327605780774e-06,4.368327605780774e-06
Manganese II,"('ecoinvent-3.12-biosphere', '9ba8c05d-1593-45a5-8d3b-5c4f3e9fef32')",Mn,2.716562816207155e-06,2.716562816207155e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,4.298358886403726e-06,1.5822784810126582,1.0261088658398912e-13,0.5,0.4999957016411136,0.6709603911825677,4.368327605780774e-06,4.368327605780774e-06
Manganese II,"('ecoinvent-3.12-biosphere', 'c91fd4bf-ed70-4e2f-a34f-159773f981b6')",Mn,2.716562816207155e-06,2.716562816207155e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,4.298358886403726e-06,1.5822784810126582,1.0261088658398912e-13,0.5,0.4999957016411136,0.6709603911825677,4.368327605780774e-06,4.368327605780774e-06
Manganese II,"('ecoinvent-3.12-biosphere', 'f532985c-90b7-46fc-aac9-b039b40e22f1')",Mn,2.716562816207155e-06,2.716562816207155e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,4.298358886403726e-06,1.5822784810126582,1.0261088658398912e-13,0.5,0.4999957016411136,0.6709603911825677,4.368327605780774e-06,4.368327605780774e-06
Manganese II,"('ecoinvent-3.12-biosphere', '0af26a55-d357-469f-abad-8ced785cb4fb')",Mn,2.716562816207155e-06,2.716562816207155e-06,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation,Pyrolusite,1.5822784810126582,4.298358886403726e-06,1.5822784810126582,1.0261088658398912e-13,0.5,0.4999957016411136,0.6709603911825677,4.368327605780774e-06,4.368327605780774e-06
Cobalt II,"('ecoinvent-3.12-biosphere', '12051b95-831a-49c0-9a70-fbc0e8fb9af9')",Co,2.278648973379563e-06,2.278648973379563e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,3.935848226746517e-06,1.727272727272727,3.3591127983693174e-12,0.0019,0.0018960641517732535,0.0455986939380875,0.00596929382828228,0.00596929382828228
Cobalt II,"('ecoinvent-3.12-biosphere', 'c58d25ad-30d2-4fac-a857-1fa6f67afe8a')",Co,2.278648973379563e-06,2.278648973379563e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,3.935848226746517e-06,1.727272727272727,3.3591127983693174e-12,0.0019,0.0018960641517732535,0.0455986939380875,0.00596929382828228,0.00596929382828228
Cobalt II,"('ecoinvent-3.12-biosphere', '33627701-feca-434d-a192-674a450eaaf7')",Co,2.278648973379563e-06,2.278648973379563e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,3.935848226746517e-06,1.727272727272727,3.3591127983693174e-12,0.0019,0.0018960641517732535,0.0455986939380875,0.00596929382828228,0.00596929382828228
Cobalt II,"('ecoinvent-3.12-biosphere', '381a22c9-3722-4378-810d-86958f7b6d32')",Co,2.278648973379563e-06,2.278648973379563e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,3.935848226746517e-06,1.727272727272727,3.3591127983693174e-12,0.0019,0.0018960641517732535,0.0455986939380875,0.00596929382828228,0.00596929382828228
Cobalt II,"('ecoinvent-3.12-biosphere', '1e904267-caa3-40e6-a3a0-fc104489770b')",Co,2.278648973379563e-06,2.278648973379563e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,3.935848226746517e-06,1.727272727272727,3.3591127983693174e-12,0.0019,0.0018960641517732535,0.0455986939380875,0.00596929382828228,0.00596929382828228
Cobalt II,"('ecoinvent-3.12-biosphere', 'f0d1c319-249f-4a89-b0e7-3a5a90a54036')",Co,2.278648973379563e-06,2.278648973379563e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,3.935848226746517e-06,1.727272727272727,3.3591127983693174e-12,0.0019,0.0018960641517732535,0.0455986939380875,0.00596929382828228,0.00596929382828228
Cobalt II,"('ecoinvent-3.12-biosphere', '74eb3f02-09ec-46ce-8ee8-d67d0900136b')",Co,2.278648973379563e-06,2.278648973379563e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,3.935848226746517e-06,1.727272727272727,3.3591127983693174e-12,0.0019,0.0018960641517732535,0.0455986939380875,0.00596929382828228,0.00596929382828228
Cobalt II,"('ecoinvent-3.12-biosphere', 'f0e28a62-ddf9-4c93-af81-676a58c3f2d4')",Co,2.278648973379563e-06,2.278648973379563e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,3.935848226746517e-06,1.727272727272727,3.3591127983693174e-12,0.0019,0.0018960641517732535,0.0455986939380875,0.00596929382828228,0.00596929382828228
Cobalt II,"('ecoinvent-3.12-biosphere', 'd4291dd5-dae8-47fa-bf06-466fcecbc210')",Co,2.278648973379563e-06,2.278648973379563e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,3.935848226746517e-06,1.727272727272727,3.3591127983693174e-12,0.0019,0.0018960641517732535,0.0455986939380875,0.00596929382828228,0.00596929382828228
Cobalt II,"('ecoinvent-3.12-biosphere', 'ca04300a-8338-4601-ba7c-66c10a4f6322')",Co,2.278648973379563e-06,2.278648973379563e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,3.935848226746517e-06,1.727272727272727,3.3591127983693174e-12,0.0019,0.0018960641517732535,0.0455986939380875,0.00596929382828228,0.00596929382828228
Cobalt II,"('ecoinvent-3.12-biosphere', '9542444c-7c7a-48e2-bc9c-9c7c34fb7b3e')",Co,2.278648973379563e-06,2.278648973379563e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,3.935848226746517e-06,1.727272727272727,3.3591127983693174e-12,0.0019,0.0018960641517732535,0.0455986939380875,0.00596929382828228,0.00596929382828228
Cobalt II,"('ecoinvent-3.12-biosphere', 'caf066cf-40ce-47a8-ba4c-969fcd6019c7')",Co,2.278648973379563e-06,2.278648973379563e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,3.935848226746517e-06,1.727272727272727,3.3591127983693174e-12,0.0019,0.0018960641517732535,0.0455986939380875,0.00596929382828228,0.00596929382828228
Cobalt II,"('ecoinvent-3.12-biosphere', 'b10faa87-2c1d-4f6e-aa65-9f80b376939a')",Co,2.278648973379563e-06,2.278648973379563e-06,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation,Linnaeite,1.727272727272727,3.935848226746517e-06,1.727272727272727,3.3591127983693174e-12,0.0019,0.0018960641517732535,0.0455986939380875,0.00596929382828228,0.00596929382828228
Iron ion,"('ecoinvent-3.12-biosphere', '8dba66e2-0f2e-4038-84ef-1e40b4f573a6')",Fe,1.246944428423122e-06,1.246944428423122e-06,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation,Hematite,1.0,1.246944428423122e-06,1.0,9.645225823667623e-15,0.73,0.7299987530555716,0.95,3.6317843125881055e-06,3.6317843125881055e-06
Iron ion,"('ecoinvent-3.12-biosphere', '9b6d6f07-ebc6-447d-a3c0-f2017d77d852')",Fe,1.246944428423122e-06,1.246944428423122e-06,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation,Hematite,1.0,1.246944428423122e-06,1.0,9.645225823667623e-15,0.73,0.7299987530555716,0.95,3.6317843125881055e-06,3.6317843125881055e-06
Iron ion,"('ecoinvent-3.12-biosphere', '2c9a7182-37c8-4777-a37a-9a007c3edb2f')",Fe,1.246944428423122e-06,1.246944428423122e-06,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation,Hematite,1.0,1.246944428423122e-06,1.0,9.645225823667623e-15,0.73,0.7299987530555716,0.95,3.6317843125881055e-06,3.6317843125881055e-06
Iron ion,"('ecoinvent-3.12-biosphere', '32cd0492-c0cb-4898-a2b1-675eedc5b688')",Fe,1.246944428423122e-06,1.246944428423122e-06,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation,Hematite,1.0,1.246944428423122e-06,1.0,9.645225823667623e-15,0.73,0.7299987530555716,0.95,3.6317843125881055e-06,3.6317843125881055e-06
Iron ion,"('ecoinvent-3.12-biosphere', '7c335b9c-a403-47a8-bb6d-2e7d3c3a230e')",Fe,1.246944428423122e-06,1.246944428423122e-06,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation,Hematite,1.0,1.246944428423122e-06,1.0,9.645225823667623e-15,0.73,0.7299987530555716,0.95,3.6317843125881055e-06,3.6317843125881055e-06
Iron ion,"('ecoinvent-3.12-biosphere', '33fd8342-58e7-45c9-ad92-0951c002c403')",Fe,1.246944428423122e-06,1.246944428423122e-06,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation,Hematite,1.0,1.246944428423122e-06,1.0,9.645225823667623e-15,0.73,0.7299987530555716,0.95,3.6317843125881055e-06,3.6317843125881055e-06
Iron ion,"('ecoinvent-3.12-biosphere', 'de444dc0-5964-4501-8367-50ba53bfc6b9')",Fe,1.246944428423122e-06,1.246944428423122e-06,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation,Hematite,1.0,1.246944428423122e-06,1.0,9.645225823667623e-15,0.73,0.7299987530555716,0.95,3.6317843125881055e-06,3.6317843125881055e-06
Iron ion,"('ecoinvent-3.12-biosphere', '76152de4-9499-48f7-af98-a5d41842484a')",Fe,1.246944428423122e-06,1.246944428423122e-06,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation,Hematite,1.0,1.246944428423122e-06,1.0,9.645225823667623e-15,0.73,0.7299987530555716,0.95,3.6317843125881055e-06,3.6317843125881055e-06
Iron ion,"('ecoinvent-3.12-biosphere', '98693cdf-d9fc-43ed-bfe6-78dfe5742d33')",Fe,1.246944428423122e-06,1.246944428423122e-06,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation,Hematite,1.0,1.246944428423122e-06,1.0,9.645225823667623e-15,0.73,0.7299987530555716,0.95,3.6317843125881055e-06,3.6317843125881055e-06
Iron ion,"('ecoinvent-3.12-biosphere', 'ce567bdc-76ec-4ca0-be79-8bb796e448b3')",Fe,1.246944428423122e-06,1.246944428423122e-06,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation,Hematite,1.0,1.246944428423122e-06,1.0,9.645225823667623e-15,0.73,0.7299987530555716,0.95,3.6317843125881055e-06,3.6317843125881055e-06
Iron ion,"('ecoinvent-3.12-biosphere', 'db364689-e1a3-4629-8835-e6c59d6daf09')",Fe,1.246944428423122e-06,1.246944428423122e-06,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation,Hematite,1.0,1.246944428423122e-06,1.0,9.645225823667623e-15,0.73,0.7299987530555716,0.95,3.6317843125881055e-06,3.6317843125881055e-06
Iron ion,"('ecoinvent-3.12-biosphere', 'e8bd2edd-f937-49f6-9e8b-9f445278775e')",Fe,1.246944428423122e-06,1.246944428423122e-06,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation,Hematite,1.0,1.246944428423122e-06,1.0,9.645225823667623e-15,0.73,0.7299987530555716,0.95,3.6317843125881055e-06,3.6317843125881055e-06
Iron ion,"('ecoinvent-3.12-biosphere', 'c983ad54-12e9-47a5-b747-5e5c448e58e2')",Fe,1.246944428423122e-06,1.246944428423122e-06,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation,Hematite,1.0,1.246944428423122e-06,1.0,9.645225823667623e-15,0.73,0.7299987530555716,0.95,3.6317843125881055e-06,3.6317843125881055e-06
Phosphate,"('ecoinvent-3.12-biosphere', '329fc7d8-4011-4327-84e4-34ff76f0e42d')",P,9.106979166517554e-07,9.106979166517554e-07,0.3261416642975224,5.53572191877536e-15,5.53572191877536e-15,dissipation,Apatite,0.3532544378698225,3.2170808061603437e-07,0.11521099028734964,1.9555183346206452e-15,0.0059700000000000005,0.0059696782919193845,0.9,2.6943735166119835e-06,2.6943735166119835e-06
Phosphate,"('ecoinvent-3.12-biosphere', 'c8791f3c-3c4a-4278-91c0-483797d14da2')",P,9.106979166517554e-07,9.106979166517554e-07,0.3261416642975224,5.53572191877536e-15,5.53572191877536e-15,dissipation,Apatite,0.3532544378698225,3.2170808061603437e-07,0.11521099028734964,1.9555183346206452e-15,0.0059700000000000005,0.0059696782919193845,0.9,2.6943735166119835e-06,2.6943735166119835e-06
Phosphate,"('ecoinvent-3.12-biosphere', '3aaf9017-0d8a-42aa-9a60-cbc39e994e73')",P,9.106979166517554e-07,9.106979166517554e-07,0.3261416642975224,5.53572191877536e-15,5.53572191877536e-15,dissipation,Apatite,0.3532544378698225,3.2170808061603437e-07,0.11521099028734964,1.9555183346206452e-15,0.0059700000000000005,0.0059696782919193845,0.9,2.6943735166119835e-06,2.6943735166119835e-06
Phosphate,"('ecoinvent-3.12-biosphere', '490b267b-f429-4d9a-ac79-224e37fb4d58')",P,9.106979166517554e-07,9.106979166517554e-07,0.3261416642975224,5.53572191877536e-15,5.53572191877536e-15,dissipation,Apatite,0.3532544378698225,3.2170808061603437e-07,0.11521099028734964,1.9555183346206452e-15,0.0059700000000000005,0.0059696782919193845,0.9,2.6943735166119835e-06,2.6943735166119835e-06
Phosphate,"('ecoinvent-3.12-biosphere', '1727b41d-377e-43cd-bc01-9eaba946eccb')",P,9.106979166517554e-07,9.106979166517554e-07,0.3261416642975224,5.53572191877536e-15,5.53572191877536e-15,dissipation,Apatite,0.3532544378698225,3.2170808061603437e-07,0.11521099028734964,1.9555183346206452e-15,0.0059700000000000005,0.0059696782919193845,0.9,2.6943735166119835e-06,2.6943735166119835e-06
Antimony ion,"('ecoinvent-3.12-biosphere', '7805afa2-d93b-40bb-b841-325b98aec824')",Sb,7.607153633292254e-07,7.607153633292254e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,1.0605740647473592e-06,1.3941798941798942,3.0440631455118433e-11,0.052700000000000004,0.05269893942593526,0.9,8.141689583259605e-06,8.141689583259605e-06
Antimony ion,"('ecoinvent-3.12-biosphere', '34b96163-a3df-4bc1-8224-e2a9fe01b23f')",Sb,7.607153633292254e-07,7.607153633292254e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,1.0605740647473592e-06,1.3941798941798942,3.0440631455118433e-11,0.052700000000000004,0.05269893942593526,0.9,8.141689583259605e-06,8.141689583259605e-06
Antimony ion,"('ecoinvent-3.12-biosphere', '43b29ad9-26dd-4838-b931-6216e55a0120')",Sb,7.607153633292254e-07,7.607153633292254e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,1.0605740647473592e-06,1.3941798941798942,3.0440631455118433e-11,0.052700000000000004,0.05269893942593526,0.9,8.141689583259605e-06,8.141689583259605e-06
Antimony ion,"('ecoinvent-3.12-biosphere', '183f9856-03ab-464d-9366-8ef62077b510')",Sb,7.607153633292254e-07,7.607153633292254e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,1.0605740647473592e-06,1.3941798941798942,3.0440631455118433e-11,0.052700000000000004,0.05269893942593526,0.9,8.141689583259605e-06,8.141689583259605e-06
Antimony ion,"('ecoinvent-3.12-biosphere', 'b2dc8668-86de-4207-b20e-dc81dea63c98')",Sb,7.607153633292254e-07,7.607153633292254e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,1.0605740647473592e-06,1.3941798941798942,3.0440631455118433e-11,0.052700000000000004,0.05269893942593526,0.9,8.141689583259605e-06,8.141689583259605e-06
Antimony ion,"('ecoinvent-3.12-biosphere', '3ea5684a-6d64-4f96-8c09-1d90f997c9d4')",Sb,7.607153633292254e-07,7.607153633292254e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,1.0605740647473592e-06,1.3941798941798942,3.0440631455118433e-11,0.052700000000000004,0.05269893942593526,0.9,8.141689583259605e-06,8.141689583259605e-06
Antimony ion,"('ecoinvent-3.12-biosphere', '5df5cb9f-812c-4ce8-ab1c-df6ab4d31900')",Sb,7.607153633292254e-07,7.607153633292254e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,1.0605740647473592e-06,1.3941798941798942,3.0440631455118433e-11,0.052700000000000004,0.05269893942593526,0.9,8.141689583259605e-06,8.141689583259605e-06
Antimony ion,"('ecoinvent-3.12-biosphere', '2b2369a4-26bb-4b18-8479-752fdf7a5e7f')",Sb,7.607153633292254e-07,7.607153633292254e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,1.0605740647473592e-06,1.3941798941798942,3.0440631455118433e-11,0.052700000000000004,0.05269893942593526,0.9,8.141689583259605e-06,8.141689583259605e-06
Antimony ion,"('ecoinvent-3.12-biosphere', 'c49fb4cd-eed0-4438-9052-9612473cdbae')",Sb,7.607153633292254e-07,7.607153633292254e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,1.0605740647473592e-06,1.3941798941798942,3.0440631455118433e-11,0.052700000000000004,0.05269893942593526,0.9,8.141689583259605e-06,8.141689583259605e-06
Antimony ion,"('ecoinvent-3.12-biosphere', '77927dac-dea3-429d-a434-d5a71d92c4f7')",Sb,7.607153633292254e-07,7.607153633292254e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,1.0605740647473592e-06,1.3941798941798942,3.0440631455118433e-11,0.052700000000000004,0.05269893942593526,0.9,8.141689583259605e-06,8.141689583259605e-06
Antimony ion,"('ecoinvent-3.12-biosphere', '83cf77ca-867b-4eef-b0f0-78d71b3d91d5')",Sb,7.607153633292254e-07,7.607153633292254e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,1.0605740647473592e-06,1.3941798941798942,3.0440631455118433e-11,0.052700000000000004,0.05269893942593526,0.9,8.141689583259605e-06,8.141689583259605e-06
Antimony ion,"('ecoinvent-3.12-biosphere', 'fa39136e-1ef6-43c1-af68-104da104568d')",Sb,7.607153633292254e-07,7.607153633292254e-07,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation,Stibnite,1.3941798941798942,1.0605740647473592e-06,1.3941798941798942,3.0440631455118433e-11,0.052700000000000004,0.05269893942593526,0.9,8.141689583259605e-06,8.141689583259605e-06
