flow,amount,categories,unit
Calcium,3098.614661445594,"('air', 'non-urban air or from high stacks')",kilogram
"Methane, bromotrifluoro-, Halon 1301",2970.3418624666424,"('air', 'non-urban air or from high stacks')",kilogram
Cyanide,2926.1657310254036,"('water',)",kilogram
Styrene,2894.198293921088,"('air',)",kilogram
Chromium VI,2782.0042619792134,"('air', 'low population density, long-term')",kilogram
"PAH, polycyclic aromatic hydrocarbons",2778.581258211214,"('water', 'ocean')",kilogram
Methanol,2653.38081445244,"('water', 'ocean')",kilogram
"Ethane, 1,1-difluoro-, HFC-152a",2650.2613675445054,"('air', 'urban air close to ground')",kilogram
Lead,2537.5654472746232,"('soil', 'industrial')",kilogram
Phosphorus,2468.341882555702,"('soil', 'industrial')",kilogram
"Ethene, chloro-",2298.3846650329456,"('air', 'urban air close to ground')",kilogram
"Chromium, ion",2157.079978122333,"('water', 'ocean')",kilogram
"Benzene, chloro-",2087.889848641926,"('water', 'surface water')",kilogram
Titanium,2084.1122005915895,"('air',)",kilogram
o-Xylene,2026.7306127290176,"('air',)",kilogram
Chromium,2008.3707754722525,"('air',)",kilogram
Scandium,1988.5115775364598,"('air', 'non-urban air or from high stacks')",kilogram
Lead,1976.7819711553814,"('soil',)",kilogram
Silver,1933.4249466779168,"('air', 'urban air close to ground')",kilogram
Phenol,1923.5445749876226,"('air', 'non-urban air or from high stacks')",kilogram
Scandium,1921.555596498629,"('air', 'urban air close to ground')",kilogram
Magnesium,1910.5240720744823,"('air',)",kilogram
Propylene oxide,1834.2492815431249,"('water', 'surface water')",kilogram
Acetic acid,1802.0587368935464,"('water', 'surface water')",kilogram
"Ethane, 1,2-dichloro-",1724.657186291261,"('water', 'surface water')",kilogram
Beryllium,1718.3525591540924,"('water',)",kilogram
Acetaldehyde,1696.5501895530426,"('water', 'surface water')",kilogram
Propanal,1542.0625472865795,"('air', 'non-urban air or from high stacks')",kilogram
Nickel,1521.2622572971836,"('soil',)",kilogram
Phosphorus,1513.1290994724664,"('water', 'surface water')",kilogram
Calcium,1483.2507569043128,"('air',)",kilogram
Barium,1436.1685326466932,"('soil',)",kilogram
Chromium VI,1429.9294304768166,"('soil',)",kilogram
Heptane,1409.1553346618653,"('air',)",kilogram
Tin,1384.808443499011,"('air', 'urban air close to ground')",kilogram
t-Butyl methyl ether,1374.3744190667996,"('air', 'urban air close to ground')",kilogram
Beryllium,1255.8734717247753,"('air', 'non-urban air or from high stacks')",kilogram
Methanol,1219.2882834696184,"('water', 'surface water')",kilogram
Formic acid,1215.189213650059,"('air', 'non-urban air or from high stacks')",kilogram
Glutaraldehyde,1193.4665940180575,"('water', 'ocean')",kilogram
"Benzene, ethyl-",1178.2762430854887,"('water',)",kilogram
Cyanide,1146.6793248992954,"('air', 'urban air close to ground')",kilogram
Phenol,1120.6149741713766,"('air', 'urban air close to ground')",kilogram
"Ethane, hexafluoro-, HFC-116",1112.6436078685883,"('air',)",kilogram
Ethanol,1107.9819478792833,"('water', 'surface water')",kilogram
Ethyne,1086.718335864282,"('air',)",kilogram
Acrolein,1081.377879643822,"('air', 'non-urban air or from high stacks')",kilogram
Silicon,1072.4067604480806,"('air', 'non-urban air or from high stacks')",kilogram
Phosphate,1046.8695481809236,"('water', 'surface water')",kilogram
Titanium,1027.1730318688476,"('soil',)",kilogram
"Carbon monoxide, non-fossil",1017.206009643399,"('air',)",kilogram
"Methane, monochloro-, R-40",939.0371376021515,"('air', 'non-urban air or from high stacks')",kilogram
Formaldehyde,915.6110382698002,"('water',)",kilogram
Mancozeb,829.4986055980214,"('soil', 'agricultural')",kilogram
Calcium,807.1444454853453,"('soil',)",kilogram
Propylene oxide,776.1389214703422,"('air', 'urban air close to ground')",kilogram
Molybdenum,767.8829515602154,"('soil',)",kilogram
Butane,718.6513036644313,"('air',)",kilogram
"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a",681.7294215497224,"('air',)",kilogram
o-Dichlorobenzene,674.2424050098023,"('water', 'surface water')",kilogram
Metolachlor,654.600113267839,"('soil', 'agricultural')",kilogram
Methyl acrylate,624.5598811669815,"('water', 'surface water')",kilogram
Butyl acetate,596.7421965818065,"('water', 'surface water')",kilogram
Glyphosate,579.0053394420332,"('soil', 'agricultural')",kilogram
Chlorothalonil,563.1370249537536,"('soil', 'agricultural')",kilogram
Carbonate,561.6805491905169,"('water', 'ocean')",kilogram
Diflubenzuron,560.2057320155296,"('soil', 'agricultural')",kilogram
Silicon,542.5870678745833,"('soil',)",kilogram
"Methane, non-fossil",530.5555779556764,"('air',)",kilogram
"Methane, dichloro-, HCC-30",513.7763738797263,"('air', 'non-urban air or from high stacks')",kilogram
Phosphorus,507.47998028920694,"('air', 'low population density, long-term')",kilogram
Butanol,479.94171666373694,"('water', 'surface water')",kilogram
Propane,476.6180936942437,"('air',)",kilogram
Arsenic,465.50515178117234,"('soil',)",kilogram
Benzo(a)pyrene,464.86803557707935,"('air', 'urban air close to ground')",kilogram
Acetonitrile,445.896803668739,"('air', 'non-urban air or from high stacks')",kilogram
Carbofuran,412.815764107695,"('soil', 'agricultural')",kilogram
"AOX, Adsorbable Organic Halogen as Cl",409.54366880481604,"('water', 'ocean')",kilogram
Tin,379.8357881449086,"('soil', 'agricultural')",kilogram
Propionic acid,376.00413995903745,"('air', 'urban air close to ground')",kilogram
m-Xylene,371.5213963596908,"('water',)",kilogram
Acetone,367.8533597520605,"('air',)",kilogram
"Aldehydes, unspecified",361.4117441574631,"('air',)",kilogram
"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113",358.46378547750595,"('air',)",kilogram
"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124",358.46378547750595,"('air',)",kilogram
Pentane,337.56217778197777,"('air',)",kilogram
Vanadium,320.096170839247,"('soil',)",kilogram
"Lithium, ion",312.1948608936015,"('water', 'surface water')",kilogram
Silver,312.03017625611307,"('air', 'non-urban air or from high stacks')",kilogram
"Benzene, ethyl-",299.0631633089776,"('air', 'non-urban air or from high stacks')",kilogram
Antimony,285.5652225247387,"('soil',)",kilogram
Elemental carbon,277.7999838147735,"('water', 'ground-')",kilogram
Elemental carbon,277.7999838147735,"('soil',)",kilogram
"Methane, tetrachloro-, R-10",273.4663611867446,"('air', 'urban air close to ground')",kilogram
Chromium VI,270.6817647069985,"('air', 'urban air close to ground')",kilogram
o-Xylene,270.6191183612244,"('water',)",kilogram
Butene,263.8611434316599,"('water', 'surface water')",kilogram
Methanol,262.8444886835406,"('water',)",kilogram
Phosphorus,246.88717482413196,"('water', 'ocean')",kilogram
Manganese,246.0725342894182,"('soil',)",kilogram
Chromium VI,233.9379727606472,"('water',)",kilogram
Trichloroethylene,230.10027315620752,"('air',)",kilogram
Benzo(a)pyrene,227.3661065622235,"('air',)",kilogram
Silver,222.55742806915512,"('soil',)",kilogram
Orbencarb,215.17419469555142,"('soil', 'agricultural')",kilogram
Lithium,214.52717137699827,"('water', 'ground-')",kilogram
Lithium,214.52717137699827,"('soil',)",kilogram
Methane,209.21453352941896,"('air', 'urban air close to ground')",kilogram
Glyphosate,199.89239753565295,"('air', 'non-urban air or from high stacks')",kilogram
Ethyne,195.0061308805338,"('air', 'non-urban air or from high stacks')",kilogram
Beryllium,185.06403668083797,"('air',)",kilogram
Ethylene oxide,175.33614710990418,"('air', 'urban air close to ground')",kilogram
Chlorpyrifos methyl,160.61668319086573,"('soil', 'agricultural')",kilogram
Ethane,157.63950119652657,"('air',)",kilogram
Cypermethrin,157.07385651082097,"('soil', 'agricultural')",kilogram
Phosphate,155.58473989168115,"('water', 'ocean')",kilogram
Styrene,153.69027671352507,"('air', 'urban air close to ground')",kilogram
Formaldehyde,144.5463638729459,"('water', 'surface water')",kilogram
Silver,143.96027315751002,"('air',)",kilogram
Styrene,140.84424069596358,"('air', 'non-urban air or from high stacks')",kilogram
"Ethane, hexafluoro-, HFC-116",132.57655979710864,"('air', 'urban air close to ground')",kilogram
"Methane, dichloro-, HCC-30",125.9058787345679,"('air',)",kilogram
Strontium,124.50158634168183,"('air',)",kilogram
"Carbon dioxide, fossil",121.59363374501253,"('air', 'lower stratosphere + upper troposphere')",kilogram
Fluosilicic acid,117.68091047367196,"('water', 'surface water')",kilogram
Sodium chlorate,114.32054001598506,"('air', 'urban air close to ground')",kilogram
2-Propanol,109.38969917854651,"('water',)",kilogram
Propene,106.60582600283207,"('air',)",kilogram
Ethylene oxide,97.09551533642092,"('water', 'surface water')",kilogram
Chloroform,92.96905695748902,"('air', 'urban air close to ground')",kilogram
"Ethene, chloro-",90.37238953893667,"('water', 'surface water')",kilogram
"Ethene, tetrachloro-",87.04966171326677,"('air', 'non-urban air or from high stacks')",kilogram
Barium,85.76452459345893,"('soil', 'agricultural')",kilogram
Acetone,84.00115494729799,"('water',)",kilogram
Endosulfan,83.33661795200933,"('soil', 'agricultural')",kilogram
Elemental carbon,81.18219239312133,"('air', 'urban air close to ground')",kilogram
Chloroacetic acid,76.52754210543729,"('water', 'surface water')",kilogram
Sodium hydroxide,76.51817201312713,"('air', 'urban air close to ground')",kilogram
"Ethane, 1,2-dichloro-",75.47557074163056,"('air', 'non-urban air or from high stacks')",kilogram
2-Methyl pentane,70.33627074386487,"('air', 'urban air close to ground')",kilogram
"Titanium, ion",67.29480686871608,"('water', 'ocean')",kilogram
"Chromium, ion",66.48674994590947,"('water', 'ground-')",kilogram
"Ethane, 1,1-difluoro-, HFC-152a",66.27339372468141,"('air', 'non-urban air or from high stacks')",kilogram
Fluosilicic acid,65.37828552939573,"('air', 'urban air close to ground')",kilogram
"AOX, Adsorbable Organic Halogen as Cl",63.591352501524376,"('water',)",kilogram
Linuron,61.484144570765274,"('soil', 'agricultural')",kilogram
"Acrylate, ion",60.60139097544602,"('water', 'surface water')",kilogram
Isoprene,59.711826445733436,"('air', 'non-urban air or from high stacks')",kilogram
"PAH, polycyclic aromatic hydrocarbons",59.63416678156651,"('water',)",kilogram
Aldicarb,54.66496422287932,"('soil', 'agricultural')",kilogram
"Benzene, hexachloro-",53.31320215971381,"('air',)",kilogram
Dimethyl carbonate,52.98453124092163,"('air',)",kilogram
"VOC, volatile organic compounds, unspecified origin",51.771073368266464,"('water',)",kilogram
"Methane, dichlorodifluoro-, CFC-12",49.892292426125344,"('air', 'urban air close to ground')",kilogram
Monocrotophos,47.94779211976933,"('soil', 'agricultural')",kilogram
Silicon,45.20383071668283,"('water', 'ocean')",kilogram
"Potassium, ion",43.47916463214422,"('water',)",kilogram
Phenol,43.36435493547038,"('air',)",kilogram
Metribuzin,42.20875130890439,"('soil', 'agricultural')",kilogram
4-Methyl-2-pentanone,40.87332069377395,"('water',)",kilogram
"Ethane, 1,1,1-trichloro-, HCFC-140",37.832582356720714,"('air', 'non-urban air or from high stacks')",kilogram
Chromium,36.091256665071874,"('soil',)",kilogram
Fenpiclonil,34.181178716788814,"('soil', 'agricultural')",kilogram
Zirconium,33.61974296174964,"('air', 'non-urban air or from high stacks')",kilogram
Strontium,33.00831467924963,"('soil', 'agricultural')",kilogram
MSMA,32.53563451328539,"('soil', 'agricultural')",kilogram
Methyl acrylate,31.970848506925982,"('air', 'urban air close to ground')",kilogram
Monoethanolamine,30.57197146246605,"('water',)",kilogram
Chlorpyrifos,30.462223528410664,"('soil', 'agricultural')",kilogram
Phosphorus,30.198231977087286,"('air', 'non-urban air or from high stacks')",kilogram
t-Butyl methyl ether,26.71836468824465,"('water', 'ocean')",kilogram
Ethene,25.302383360010374,"('air',)",kilogram
Acrylic acid,25.246415808033017,"('air', 'urban air close to ground')",kilogram
Acenaphthene,25.18347268716293,"('water', 'surface water')",kilogram
Formate,24.51828779687615,"('water', 'surface water')",kilogram
Chloroform,23.340275226856374,"('air', 'non-urban air or from high stacks')",kilogram
"Methane, dichloro-, HCC-30",22.660603300887296,"('air', 'urban air close to ground')",kilogram
Dichromate,20.541187196096256,"('water',)",kilogram
Trifluralin,19.75718521944457,"('air', 'non-urban air or from high stacks')",kilogram
"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113",19.18806063433938,"('air', 'low population density, long-term')",kilogram
Trifluralin,18.23514697231462,"('soil', 'agricultural')",kilogram
Strontium,18.230915792400694,"('soil',)",kilogram
Sodium formate,17.308497142169163,"('water', 'surface water')",kilogram
Imidacloprid,16.697606481022067,"('soil', 'agricultural')",kilogram
Titanium,16.022223071472606,"('air', 'non-urban air or from high stacks')",kilogram
t-Butyl methyl ether,15.370303124602668,"('water', 'surface water')",kilogram
Pendimethalin,14.617145212726658,"('soil', 'agricultural')",kilogram
Pendimethalin,14.400258287826134,"('air', 'non-urban air or from high stacks')",kilogram
"Methane, chlorodifluoro-, HCFC-22",13.941922109177135,"('air', 'urban air close to ground')",kilogram
Triethylene glycol,13.78927998621084,"('water',)",kilogram
Triethylene glycol,13.777702976443612,"('water', 'surface water')",kilogram
Acrolein,13.530068485383644,"('air', 'urban air close to ground')",kilogram
Fipronil,13.305463924518504,"('soil', 'agricultural')",kilogram
Atrazine,13.265436145764141,"('soil', 'agricultural')",kilogram
"PAH, polycyclic aromatic hydrocarbons",13.123090461162326,"('water', 'ground-')",kilogram
"PAH, polycyclic aromatic hydrocarbons",13.123090461162326,"('soil',)",kilogram
Fluoranthene,12.328674706534448,"('water', 'surface water')",kilogram
Phosphorus,12.14008926147617,"('water',)",kilogram
Cumene,11.592545718948243,"('air', 'non-urban air or from high stacks')",kilogram
"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a",10.371100474239178,"('air', 'urban air close to ground')",kilogram
Phenanthrene,10.154558210961717,"('water', 'surface water')",kilogram
Acephate,9.787257192901688,"('soil', 'agricultural')",kilogram
"Methane, trifluoro-, HFC-23",9.51037215894024,"('air', 'urban air close to ground')",kilogram
Pyrene,9.287601241674912,"('water', 'surface water')",kilogram
Formic acid,9.16592422414882,"('air', 'urban air close to ground')",kilogram
Fluosilicic acid,8.979833778866391,"('water',)",kilogram
Lauric acid,8.616981938582645,"('water',)",kilogram
o-Xylene,8.489205550519635,"('air', 'urban air close to ground')",kilogram
Carbon disulfide,8.418927381440165,"('air', 'urban air close to ground')",kilogram
Sodium formate,7.204551884094604,"('air', 'urban air close to ground')",kilogram
Malathion,7.166945341957107,"('soil', 'agricultural')",kilogram
Difenoconazole,7.028263604681132,"('soil', 'agricultural')",kilogram
Chloroacetic acid,6.95923823417378,"('air', 'urban air close to ground')",kilogram
Benzaldehyde,6.277102267382552,"('air', 'urban air close to ground')",kilogram
Diuron,6.261879037707892,"('soil', 'agricultural')",kilogram
Metolachlor,6.139037244744351,"('air', 'non-urban air or from high stacks')",kilogram
Aldrin,6.092951948648836,"('soil', 'agricultural')",kilogram
Triclopyr,5.868189479965139,"('soil', 'agricultural')",kilogram
Uranium,5.4558345945311855,"('air', 'non-urban air or from high stacks')",kilogram
"Phenol, pentachloro-",5.358996000028544,"('air', 'urban air close to ground')",kilogram
Fluorene,4.492278438880116,"('water', 'surface water')",kilogram
Phosphorus,4.412390872135383,"('water', 'ground-')",kilogram
Ethylene oxide,4.33801750642698,"('air',)",kilogram
Chlorpyrifos,4.315434873575016,"('air', 'non-urban air or from high stacks')",kilogram
Sulfosate,4.2781578454241505,"('soil', 'agricultural')",kilogram
Acenaphthene,4.206084980096667,"('air', 'non-urban air or from high stacks')",kilogram
Metsulfuron-methyl,4.131756029066924,"('soil', 'agricultural')",kilogram
Thiram,4.019894343885415,"('soil', 'agricultural')",kilogram
Propanal,3.975852483712908,"('air', 'urban air close to ground')",kilogram
Nitrobenzene,3.757169361723115,"('water', 'surface water')",kilogram
"Phenol, pentachloro-",3.6550470427699002,"('air',)",kilogram
Acenaphthene,3.6064836098416664,"('air',)",kilogram
Paraquat,2.8529378996018093,"('soil', 'agricultural')",kilogram
Antimony,2.8185156337760087,"('soil', 'agricultural')",kilogram
Dicrotophos,2.7500177042651526,"('soil', 'agricultural')",kilogram
Carbendazim,2.4960706265257815,"('soil', 'agricultural')",kilogram
Diethanolamine,2.463506538296278,"('water',)",kilogram
Ethephon,2.410196306226809,"('soil', 'agricultural')",kilogram
Naphtalene,2.2465237529771027,"('air',)",kilogram
Aniline,2.139158096542891,"('water', 'surface water')",kilogram
Acetamide,2.1074771147076987,"('soil', 'agricultural')",kilogram
Metam-sodium,2.0983393179520036,"('soil', 'agricultural')",kilogram
Teflubenzuron,2.096303707805111,"('soil', 'agricultural')",kilogram
Ammonium carbonate,2.0644460493650976,"('air', 'urban air close to ground')",kilogram
Phenanthrene,2.0218980495163557,"('air',)",kilogram
Ethylene diamine,2.005833566236395,"('water', 'surface water')",kilogram
"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113",1.9143790707613397,"('air', 'urban air close to ground')",kilogram
Paraquat,1.9056828740991876,"('air', 'non-urban air or from high stacks')",kilogram
Profenofos,1.9028947471381745,"('soil', 'agricultural')",kilogram
Fomesafen,1.8976768732642575,"('air', 'non-urban air or from high stacks')",kilogram
Alachlor,1.8437333724978668,"('air', 'non-urban air or from high stacks')",kilogram
Carbonate,1.840686618408305,"('water',)",kilogram
Propanol,1.7642724017219489,"('air', 'urban air close to ground')",kilogram
Metribuzin,1.7164902631818681,"('air', 'non-urban air or from high stacks')",kilogram
Allyl chloride,1.7080516600923907,"('water',)",kilogram
Ethanol,1.6954572502013434,"('air',)",kilogram
Dimethylamine,1.529019579274805,"('water', 'surface water')",kilogram
Metalaxil,1.5198276019106824,"('soil', 'agricultural')",kilogram
Tribufos,1.4506999559528584,"('soil', 'agricultural')",kilogram
Prometryn,1.4314225740528186,"('soil', 'agricultural')",kilogram
Acenaphthylene,1.42168130379885,"('water', 'surface water')",kilogram
Carbon disulfide,1.412685516177861,"('water', 'surface water')",kilogram
Sodium dichromate,1.2821482207533332,"('air', 'urban air close to ground')",kilogram
"Methane, tetrafluoro-, R-14",1.2579286264744867,"('air', 'urban air close to ground')",kilogram
Ethyl acetate,1.2575239131639029,"('water', 'surface water')",kilogram
Propanil,1.254698664551718,"('soil', 'agricultural')",kilogram
Sulfentrazone,1.240514650284676,"('soil', 'agricultural')",kilogram
Chromium VI,1.2358619052919833,"('air',)",kilogram
Clethodim,1.1717539115868671,"('air', 'non-urban air or from high stacks')",kilogram
Acenaphthene,1.125406822737548,"('water', 'ocean')",kilogram
Atrazine,1.0423256518248887,"('air', 'non-urban air or from high stacks')",kilogram
Platinum,1.0333982044559613,"('air', 'urban air close to ground')",kilogram
Sulfentrazone,1.0050661170690816,"('air', 'non-urban air or from high stacks')",kilogram
"Toluene, 2-chloro",0.9999336108688179,"('water', 'surface water')",kilogram
Fomesafen,0.9995162506146809,"('soil', 'agricultural')",kilogram
"Ethene, tetrachloro-",0.9631461534547846,"('air',)",kilogram
Nitrobenzene,0.9375366405174783,"('air', 'urban air close to ground')",kilogram
Acetone,0.9370136336400487,"('water', 'surface water')",kilogram
Propionic acid,0.911687309378373,"('water', 'surface water')",kilogram
Azoxystrobin,0.9060434950612185,"('air', 'non-urban air or from high stacks')",kilogram
1-Pentene,0.8999489767322293,"('air', 'urban air close to ground')",kilogram
Naphtalene,0.8986094787225871,"('water', 'surface water')",kilogram
Aniline,0.891039419336487,"('air', 'urban air close to ground')",kilogram
Diethylamine,0.8340607608761599,"('water', 'surface water')",kilogram
Ethylene diamine,0.8332997709796824,"('air', 'urban air close to ground')",kilogram
Acenaphthylene,0.8247430359067646,"('air',)",kilogram
Acephate,0.8076366400475774,"('air', 'non-urban air or from high stacks')",kilogram
Ethylamine,0.804117968037877,"('water', 'surface water')",kilogram
Flumioxazin,0.8006969102206918,"('air', 'non-urban air or from high stacks')",kilogram
Metazachlor,0.7946076952862073,"('soil', 'agricultural')",kilogram
Glufosinate,0.7840871418395717,"('soil', 'agricultural')",kilogram
Imazethapyr,0.75530359597163,"('air', 'non-urban air or from high stacks')",kilogram
2-Propanol,0.712885498146855,"('water', 'surface water')",kilogram
Chloroform,0.6908640110013309,"('water', 'surface water')",kilogram
"Benzene, dichloro",0.6796015651145036,"('air', 'urban air close to ground')",kilogram
Benomyl,0.6694539318554498,"('soil', 'agricultural')",kilogram
Cyprodinil,0.6563526399071075,"('soil', 'agricultural')",kilogram
Bentazone,0.6410073191449388,"('air', 'non-urban air or from high stacks')",kilogram
Pyraclostrobin,0.6275390335008755,"('air', 'non-urban air or from high stacks')",kilogram
Clethodim,0.619161903417259,"('soil', 'agricultural')",kilogram
Anthracene,0.6179007728309097,"('water', 'surface water')",kilogram
Molinate,0.5640524833257462,"('soil', 'agricultural')",kilogram
Dipropylamine,0.5295464782627011,"('water', 'surface water')",kilogram
"Toluene, 2-chloro",0.5267782609953504,"('air', 'urban air close to ground')",kilogram
"Phenol, 2,4-dichloro",0.5163188699251166,"('air', 'urban air close to ground')",kilogram
"Cyhalothrin, gamma-",0.5137019535929204,"('air', 'non-urban air or from high stacks')",kilogram
Mepiquat chloride,0.5122729056265505,"('soil', 'agricultural')",kilogram
Imazethapyr,0.48735780544328855,"('soil', 'agricultural')",kilogram
Fluazifop-p-butyl,0.4873014057113615,"('air', 'non-urban air or from high stacks')",kilogram
Napropamide,0.48463222393588207,"('soil', 'agricultural')",kilogram
"Methane, dichlorodifluoro-, CFC-12",0.4815106752480708,"('air', 'non-urban air or from high stacks')",kilogram
t-Butylamine,0.4700293189796967,"('water', 'surface water')",kilogram
m-Xylene,0.46971494841437733,"('water', 'surface water')",kilogram
"Methane, tetrachloro-, R-10",0.46309722187909286,"('air',)",kilogram
Azoxystrobin,0.4618309810070135,"('soil', 'agricultural')",kilogram
2-Methyl-1-propanol,0.4118453389819709,"('water', 'surface water')",kilogram
Bentazone,0.40786218655358913,"('soil', 'agricultural')",kilogram
Imazaquin,0.38438559369849984,"('air', 'non-urban air or from high stacks')",kilogram
Propanol,0.38288057469073883,"('water', 'surface water')",kilogram
Lithium,0.3785418068625603,"('air', 'urban air close to ground')",kilogram
Chlormequat,0.3525974872190981,"('soil', 'agricultural')",kilogram
Propionic acid,0.352215357133701,"('air',)",kilogram
Fenoxaprop,0.3508105429102216,"('soil', 'agricultural')",kilogram
Silicon tetrafluoride,0.3494514859084935,"('air', 'non-urban air or from high stacks')",kilogram
Diethylamine,0.3475199989522286,"('air', 'urban air close to ground')",kilogram
Ethanol,0.34336990967447517,"('water',)",kilogram
Dimethachlor,0.33961783227884007,"('soil', 'agricultural')",kilogram
Ethylamine,0.33504492021511234,"('air', 'urban air close to ground')",kilogram
Pirimicarb,0.3289251491528835,"('soil', 'agricultural')",kilogram
Fenoxaprop,0.3285500091298174,"('air', 'non-urban air or from high stacks')",kilogram
Acetochlor,0.32507973903933335,"('soil', 'agricultural')",kilogram
"Chlorosilane, trimethyl-",0.3147315870933224,"('air', 'urban air close to ground')",kilogram
Isopropylamine,0.3141955517043857,"('water', 'surface water')",kilogram
Parathion,0.3129433327141924,"('soil', 'agricultural')",kilogram
Dichromate,0.31244755223414616,"('water', 'surface water')",kilogram
Esfenvalerate,0.3117049247154181,"('air', 'non-urban air or from high stacks')",kilogram
Chlorimuron-ethyl,0.308873176648832,"('soil', 'agricultural')",kilogram
Acetamide,0.30480964249759745,"('air', 'non-urban air or from high stacks')",kilogram
Chlorimuron-ethyl,0.3032137043507458,"('air', 'non-urban air or from high stacks')",kilogram
Thiobencarb,0.3029038099509513,"('soil', 'agricultural')",kilogram
Lactofen,0.2916716120962846,"('air', 'non-urban air or from high stacks')",kilogram
Tebuconazole,0.2905136056959519,"('soil', 'agricultural')",kilogram
Uranium,0.26231134796057365,"('air',)",kilogram
Flumioxazin,0.25370694344154154,"('soil', 'agricultural')",kilogram
Metaldehyde,0.2510863139691013,"('soil', 'agricultural')",kilogram
Carbaryl,0.25010584851596107,"('air', 'non-urban air or from high stacks')",kilogram
Permethrin,0.24850587005382435,"('air', 'non-urban air or from high stacks')",kilogram
Clomazone,0.24154619489081094,"('soil', 'agricultural')",kilogram
Propiconazole,0.23835800108345548,"('air', 'non-urban air or from high stacks')",kilogram
Lactic acid,0.23298859251864112,"('water', 'surface water')",kilogram
"Carbon monoxide, fossil",0.22440633352782863,"('air', 'lower stratosphere + upper troposphere')",kilogram
Butyrolactone,0.2224249128829123,"('water', 'surface water')",kilogram
Dipropylamine,0.22064231584765703,"('air', 'urban air close to ground')",kilogram
Propanal,0.21850139122267398,"('water', 'surface water')",kilogram
Fluazifop-P-butyl,0.21846005243120084,"('soil', 'agricultural')",kilogram
MCPA,0.2145910860886994,"('soil', 'agricultural')",kilogram
"Ethene, tetrachloro-",0.2012847173311751,"('air', 'urban air close to ground')",kilogram
"Benzene, pentachloro-",0.19904030291823074,"('air', 'urban air close to ground')",kilogram
t-Butylamine,0.1958429207075266,"('air', 'urban air close to ground')",kilogram
Lambda-cyhalothrin,0.19576714941998621,"('soil', 'agricultural')",kilogram
Acifluorfen,0.1943420639373291,"('air', 'non-urban air or from high stacks')",kilogram
Sethoxydim,0.19204592429411083,"('air', 'non-urban air or from high stacks')",kilogram
Cyfluthrin,0.18772201550608916,"('soil', 'agricultural')",kilogram
1-Pentanol,0.17837362140581875,"('water', 'surface water')",kilogram
Imazamox,0.17746106696967218,"('soil', 'agricultural')",kilogram
Methyl parathion,0.1734984143825095,"('air', 'non-urban air or from high stacks')",kilogram
2-Methyl-1-propanol,0.17160478949147873,"('air', 'urban air close to ground')",kilogram
1-Pentene,0.16942900365474836,"('water', 'surface water')",kilogram
Thidiazuron,0.16549816353630364,"('soil', 'agricultural')",kilogram
Selenium,0.15840982324610792,"('air', 'lower stratosphere + upper troposphere')",kilogram
Cloransulam-methyl,0.15241124371451664,"('air', 'non-urban air or from high stacks')",kilogram
Butanol,0.15032121933950807,"('air', 'urban air close to ground')",kilogram
Fluoranthene,0.14562232876439074,"('air',)",kilogram
Sodium chlorate,0.14521886945897478,"('water', 'ground-')",kilogram
Diquat,0.14401508770144322,"('soil', 'agricultural')",kilogram
Flufenacet,0.14206645259792214,"('air', 'non-urban air or from high stacks')",kilogram
Glyphosate,0.13885356286867725,"('water', 'ground-')",kilogram
Isoproturon,0.13715612645810119,"('soil', 'agricultural')",kilogram
Phosphorus,0.13537930214786384,"('air',)",kilogram
Isopropylamine,0.13091264526832647,"('air', 'urban air close to ground')",kilogram
Fluorene,0.13084131125324372,"('air',)",kilogram
m-Xylene,0.12944380851481688,"('air', 'non-urban air or from high stacks')",kilogram
Cloransulam-methyl,0.12911647316241856,"('soil', 'agricultural')",kilogram
Formamide,0.12769510838227915,"('water', 'surface water')",kilogram
Methyl lactate,0.12296203922601902,"('air', 'urban air close to ground')",kilogram
"Phenol, pentachloro-",0.12183278545314055,"('soil',)",kilogram
Propylamine,0.12071212212927904,"('water', 'surface water')",kilogram
2-Propanol,0.114606301774684,"('air', 'non-urban air or from high stacks')",kilogram
Dimethylamine,0.11292896923939039,"('air', 'urban air close to ground')",kilogram
Zeta-cypermethrin,0.11225979608014446,"('air', 'non-urban air or from high stacks')",kilogram
Tetramethyl ammonium hydroxide,0.11145905312019147,"('air', 'urban air close to ground')",kilogram
Thiamethoxam,0.1088461016795782,"('soil', 'agricultural')",kilogram
Imazamox,0.10847473470763312,"('air', 'non-urban air or from high stacks')",kilogram
Alachlor,0.10659258044852948,"('soil', 'agricultural')",kilogram
Pyrene,0.10626339494724357,"('air',)",kilogram
Spiroxamine,0.10497682712825822,"('soil', 'agricultural')",kilogram
Dicamba,0.10176762206702185,"('air', 'non-urban air or from high stacks')",kilogram
Lactic acid,0.09707808982990516,"('air', 'urban air close to ground')",kilogram
Pyrithiobac sodium salt,0.09696706255346181,"('soil', 'agricultural')",kilogram
Butyrolactone,0.09267535783874413,"('air', 'urban air close to ground')",kilogram
Ethofumesate,0.09133623437379053,"('soil', 'agricultural')",kilogram
