flow,amount,categories,unit
"Copper, Cu 6.8E-1%, in mixed ore, in ground",4.133006524751598e-14,"('natural resource', 'in ground')",kilogram
"Pd, Pd 7.3E-4%, Pt 2.5E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground",3.937752966094607e-14,"('natural resource', 'in ground')",kilogram
"Cobalt, Co 5.0E-2%, in mixed ore, in ground",3.529832452057521e-14,"('natural resource', 'in ground')",kilogram
"Pt, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground",1.3498092685059653e-14,"('natural resource', 'in ground')",kilogram
"Copper, Cu 0.2%, in mixed ore, in ground",4.502088711003008e-15,"('natural resource', 'in ground')",kilogram
"Silver, 0.007% in sulfide, Ag 0.004%, Pb, Zn, Cd, In, in ground",4.115476778147008e-15,"('natural resource', 'in ground')",kilogram
"Pt, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground",3.641676419712744e-15,"('natural resource', 'in ground')",kilogram
"Silver, Ag 9.7E-4%, in mixed ore, in ground",1.967919663863914e-15,"('natural resource', 'in ground')",kilogram
"Pd, Pd 2.0E-4%, Pt 4.8E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground",1.5475915280040136e-15,"('natural resource', 'in ground')",kilogram
"Rh, Rh 2.0E-5%, Pt 2.5E-4%, Pd 7.3E-4%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground",1.0779052508128966e-15,"('natural resource', 'in ground')",kilogram
"Lithium, 0.15% in brine, in ground",8.219160189257793e-16,"('natural resource', 'in ground')",kilogram
"Silver, Ag 4.2E-3%, Au 1.1E-4%, in ore, in ground",5.380298944393241e-16,"('natural resource', 'in ground')",kilogram
"Rh, Rh 2.4E-5%, Pt 4.8E-4%, Pd 2.0E-4%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground",1.8232563449310194e-16,"('natural resource', 'in ground')",kilogram
"Silver, Ag 5.4E-3%, in mixed ore, in ground",4.218156940763238e-17,"('natural resource', 'in ground')",kilogram
"Gold, Au 1.1E-4%, Ag 4.2E-3%, in ore, in ground",1.4363797497519074e-17,"('natural resource', 'in ground')",kilogram
"Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore, in ground",2.7245518669733977e-19,"('natural resource', 'in ground')",kilogram
"Gold, Au 1.3E-4%, Ag 4.6E-5%, in ore, in ground",2.7101539128885304e-19,"('natural resource', 'in ground')",kilogram
"Gold, Au 2.1E-4%, Ag 2.1E-4%, in ore, in ground",2.675714931374117e-19,"('natural resource', 'in ground')",kilogram
"Silver, Ag 4.6E-5%, Au 1.3E-4%, in ore, in ground",9.679569996917512e-20,"('natural resource', 'in ground')",kilogram
"Gold, Au 9.7E-5%, Ag 7.6E-5%, in ore, in ground",3.620259891237514e-20,"('natural resource', 'in ground')",kilogram
"Silver, Ag 7.6E-5%, Au 9.7E-5%, in ore, in ground",2.836452745858575e-20,"('natural resource', 'in ground')",kilogram
"Gold, Au 6.8E-4%, Ag 1.5E-4%, in ore, in ground",1.9750790035342973e-20,"('natural resource', 'in ground')",kilogram
"Silver, 3.2ppm in sulfide, Ag 1.2ppm, Cu and Te, in crude ore, in ground",1.2063298842852523e-20,"('natural resource', 'in ground')",kilogram
"Silver, Ag 1.5E-4%, Au 6.8E-4%, in ore, in ground",4.433060025414486e-21,"('natural resource', 'in ground')",kilogram
"Gold, Au 5.4E-4%, Ag 1.5E-5%, in ore, in ground",1.4534313066808804e-21,"('natural resource', 'in ground')",kilogram
"Silver, Ag 1.8E-6%, in mixed ore, in ground",3.747283254279946e-22,"('natural resource', 'in ground')",kilogram
"Silver, Ag 1.5E-5%, Au 5.4E-4%, in ore, in ground",4.057889510827375e-23,"('natural resource', 'in ground')",kilogram
