Flow_Name,Flow_Key,Metal,Delta_g_Total,Delta_g_Metal,Metal_Fraction,CF_Metal,CF_Total
Molybdenum,"('ecoinvent-3.4-biosphere', '5fa36ce3-aed0-443b-a09d-4cdf25b41995')",Mo,9.884345998942132e-09,9.884345998942132e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', 'c126f8a0-6bc4-42e6-9220-d6ccfef3f2ed')",Mo,9.884345998942132e-09,9.884345998942132e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', 'fdaaef05-0d10-4032-b2e7-85cae3c7bd5c')",Mo,9.884345998942132e-09,9.884345998942132e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '640e30d2-3158-4a1a-82ef-fd0c72922c9a')",Mo,9.884345998942132e-09,9.884345998942132e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '697e8ecf-bdbe-4857-92c9-e01960c91db7')",Mo,9.884345998942132e-09,9.884345998942132e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '1f3c2297-d652-468d-82e8-4fd59bf5b5b8')",Mo,9.884345998942132e-09,9.884345998942132e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '442511cc-a98b-4242-9229-5736cb9a9399')",Mo,9.884345998942132e-09,9.884345998942132e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '9cf3a683-ed3d-40e9-b039-7653e4fc9e20')",Mo,9.884345998942132e-09,9.884345998942132e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '8b531ec0-ca7a-49cd-bef0-56f110112f34')",Mo,9.884345998942132e-09,9.884345998942132e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '35b4d818-1019-413b-b99d-d351d8a67ac4')",Mo,9.884345998942132e-09,9.884345998942132e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '3822809c-cc03-469d-ac2a-9f85842f8440')",Mo,9.884345998942132e-09,9.884345998942132e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '7d3f7498-3596-478a-9fa1-72201ef94082')",Mo,9.884345998942132e-09,9.884345998942132e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Iron,"('ecoinvent-3.4-biosphere', '0dc0bbb0-1141-4dff-b6a2-8bd5368e14af')",Fe,9.050472610534094e-09,9.050472610534094e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', '98693cdf-d9fc-43ed-bfe6-78dfe5742d33')",Fe,9.050472610534094e-09,9.050472610534094e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', 'e3043a7f-5347-4c7b-89ee-93f11b2f6d9b')",Fe,9.050472610534094e-09,9.050472610534094e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', 'c983ad54-12e9-47a5-b747-5e5c448e58e2')",Fe,9.050472610534094e-09,9.050472610534094e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', 'e8bd2edd-f937-49f6-9e8b-9f445278775e')",Fe,9.050472610534094e-09,9.050472610534094e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', '8dba66e2-0f2e-4038-84ef-1e40b4f573a6')",Fe,9.050472610534094e-09,9.050472610534094e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', '32cd0492-c0cb-4898-a2b1-675eedc5b688')",Fe,9.050472610534094e-09,9.050472610534094e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', '76152de4-9499-48f7-af98-a5d41842484a')",Fe,9.050472610534094e-09,9.050472610534094e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', 'db364689-e1a3-4629-8835-e6c59d6daf09')",Fe,9.050472610534094e-09,9.050472610534094e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', 'ce567bdc-76ec-4ca0-be79-8bb796e448b3')",Fe,9.050472610534094e-09,9.050472610534094e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Aluminium,"('ecoinvent-3.4-biosphere', '7880e65c-0321-4295-ba55-3186ad36e489')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '46e63323-cffd-4c46-829b-5f006b50fa9b')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '39555a26-d28b-425f-993f-e8770ab7d9cf')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '765546a9-b056-4d27-ad14-2f016511bdcb')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', 'ff65658c-2d39-44a2-b23e-7ec3c644f064')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '2baa4381-b781-4f5e-90de-508b0fa3fd1f')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', 'e0401210-0377-4670-84af-12247ca20bed')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '6f0b8b7c-3888-4174-b7e3-916d42d678ee')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '0ace7678-a181-48e8-8728-d912a8b56c57')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '9c3bd678-1b2f-4b95-a245-d5c8a3fe326b')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '97e498ec-f323-4ec6-bcc0-d8a4c853bae3')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '2e0c9efa-d55c-49db-8be3-0376d5921ff4')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', 'd96403bf-902e-4b7a-8ffd-32fe09e4017f')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '01056d4b-f9b0-4dfc-b8d9-8407c8376efb')",Al,8.966923624830262e-09,8.966923624830262e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Cobalt,"('ecoinvent-3.4-biosphere', 'c58d25ad-30d2-4fac-a857-1fa6f67afe8a')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', 'f0d1c319-249f-4a89-b0e7-3a5a90a54036')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '74eb3f02-09ec-46ce-8ee8-d67d0900136b')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '9542444c-7c7a-48e2-bc9c-9c7c34fb7b3e')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '12051b95-831a-49c0-9a70-fbc0e8fb9af9')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '9ce88274-57b6-42ed-a78b-4abef2301865')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '33627701-feca-434d-a192-674a450eaaf7')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', 'd4291dd5-dae8-47fa-bf06-466fcecbc210')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', 'b10faa87-2c1d-4f6e-aa65-9f80b376939a')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '381a22c9-3722-4378-810d-86958f7b6d32')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', 'caf066cf-40ce-47a8-ba4c-969fcd6019c7')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', 'ca04300a-8338-4601-ba7c-66c10a4f6322')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', 'f0e28a62-ddf9-4c93-af81-676a58c3f2d4')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '1e904267-caa3-40e6-a3a0-fc104489770b')",Co,5.9910693410230376e-09,5.9910693410230376e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
"Zinc, ion","('ecoinvent-3.4-biosphere', '2c7be02c-791f-4fef-b231-b90321bbeb30')",Zn,4.367178551258539e-09,4.367178551258539e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
"Zinc, ion","('ecoinvent-3.4-biosphere', 'bdce3a7c-e008-4391-be26-285f71a02453')",Zn,4.367178551258539e-09,4.367178551258539e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
"Zinc, ion","('ecoinvent-3.4-biosphere', '2195d86f-e4c8-4e86-9f18-b5b065b1df7e')",Zn,4.367178551258539e-09,4.367178551258539e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
"Zinc, ion","('ecoinvent-3.4-biosphere', '7e769b3e-03fb-4b53-be15-85a910dcfea9')",Zn,4.367178551258539e-09,4.367178551258539e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
"Zinc, ion","('ecoinvent-3.4-biosphere', '541b633c-17a3-4047-bce6-0c0e4fdb7c10')",Zn,4.367178551258539e-09,4.367178551258539e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
Iron,"('ecoinvent-3.4-biosphere', '0dc0bbb0-1141-4dff-b6a2-8bd5368e14af')",Fe,3.9650277666002584e-09,3.9650277666002584e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', '98693cdf-d9fc-43ed-bfe6-78dfe5742d33')",Fe,3.9650277666002584e-09,3.9650277666002584e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', 'e3043a7f-5347-4c7b-89ee-93f11b2f6d9b')",Fe,3.9650277666002584e-09,3.9650277666002584e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', 'c983ad54-12e9-47a5-b747-5e5c448e58e2')",Fe,3.9650277666002584e-09,3.9650277666002584e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', 'e8bd2edd-f937-49f6-9e8b-9f445278775e')",Fe,3.9650277666002584e-09,3.9650277666002584e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', '8dba66e2-0f2e-4038-84ef-1e40b4f573a6')",Fe,3.9650277666002584e-09,3.9650277666002584e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', '32cd0492-c0cb-4898-a2b1-675eedc5b688')",Fe,3.9650277666002584e-09,3.9650277666002584e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', '76152de4-9499-48f7-af98-a5d41842484a')",Fe,3.9650277666002584e-09,3.9650277666002584e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', 'db364689-e1a3-4629-8835-e6c59d6daf09')",Fe,3.9650277666002584e-09,3.9650277666002584e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Iron,"('ecoinvent-3.4-biosphere', 'ce567bdc-76ec-4ca0-be79-8bb796e448b3')",Fe,3.9650277666002584e-09,3.9650277666002584e-09,1.0,9.645225823667623e-15,9.645225823667623e-15
Aluminium,"('ecoinvent-3.4-biosphere', '7880e65c-0321-4295-ba55-3186ad36e489')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '46e63323-cffd-4c46-829b-5f006b50fa9b')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '39555a26-d28b-425f-993f-e8770ab7d9cf')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '765546a9-b056-4d27-ad14-2f016511bdcb')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', 'ff65658c-2d39-44a2-b23e-7ec3c644f064')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '2baa4381-b781-4f5e-90de-508b0fa3fd1f')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', 'e0401210-0377-4670-84af-12247ca20bed')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '6f0b8b7c-3888-4174-b7e3-916d42d678ee')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '0ace7678-a181-48e8-8728-d912a8b56c57')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '9c3bd678-1b2f-4b95-a245-d5c8a3fe326b')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '97e498ec-f323-4ec6-bcc0-d8a4c853bae3')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '2e0c9efa-d55c-49db-8be3-0376d5921ff4')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', 'd96403bf-902e-4b7a-8ffd-32fe09e4017f')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Aluminium,"('ecoinvent-3.4-biosphere', '01056d4b-f9b0-4dfc-b8d9-8407c8376efb')",Al,3.781764418095457e-09,3.781764418095457e-09,1.0,6.422536676269254e-14,6.422536676269254e-14
Molybdenum,"('ecoinvent-3.4-biosphere', '163926e2-b4cc-42bb-ba7d-401028140985')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', 'c26d4716-ce1e-43da-a662-cd9498b1e8bc')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '5fa36ce3-aed0-443b-a09d-4cdf25b41995')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', 'c126f8a0-6bc4-42e6-9220-d6ccfef3f2ed')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', 'fdaaef05-0d10-4032-b2e7-85cae3c7bd5c')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '640e30d2-3158-4a1a-82ef-fd0c72922c9a')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '697e8ecf-bdbe-4857-92c9-e01960c91db7')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '1f3c2297-d652-468d-82e8-4fd59bf5b5b8')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '442511cc-a98b-4242-9229-5736cb9a9399')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '9cf3a683-ed3d-40e9-b039-7653e4fc9e20')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '8b531ec0-ca7a-49cd-bef0-56f110112f34')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '35b4d818-1019-413b-b99d-d351d8a67ac4')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '3822809c-cc03-469d-ac2a-9f85842f8440')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Molybdenum,"('ecoinvent-3.4-biosphere', '7d3f7498-3596-478a-9fa1-72201ef94082')",Mo,3.742002405502175e-09,3.742002405502175e-09,1.0,1.6532043483883647e-13,1.6532043483883647e-13
Cobalt,"('ecoinvent-3.4-biosphere', 'c58d25ad-30d2-4fac-a857-1fa6f67afe8a')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', 'f0d1c319-249f-4a89-b0e7-3a5a90a54036')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '74eb3f02-09ec-46ce-8ee8-d67d0900136b')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '9542444c-7c7a-48e2-bc9c-9c7c34fb7b3e')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '12051b95-831a-49c0-9a70-fbc0e8fb9af9')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '9ce88274-57b6-42ed-a78b-4abef2301865')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '33627701-feca-434d-a192-674a450eaaf7')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', 'd4291dd5-dae8-47fa-bf06-466fcecbc210')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', 'b10faa87-2c1d-4f6e-aa65-9f80b376939a')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '381a22c9-3722-4378-810d-86958f7b6d32')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', 'caf066cf-40ce-47a8-ba4c-969fcd6019c7')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', 'ca04300a-8338-4601-ba7c-66c10a4f6322')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', 'f0e28a62-ddf9-4c93-af81-676a58c3f2d4')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Cobalt,"('ecoinvent-3.4-biosphere', '1e904267-caa3-40e6-a3a0-fc104489770b')",Co,3.448520558428706e-09,3.448520558428706e-09,1.0,1.9447495148453946e-12,1.9447495148453946e-12
Zinc,"('ecoinvent-3.4-biosphere', '8f871bab-96dc-49d9-bf08-12cdd0715901')",Zn,3.211311579404162e-09,3.211311579404162e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
Zinc,"('ecoinvent-3.4-biosphere', 'ada3ecfe-8244-4389-bcce-e83ca4f66e09')",Zn,3.211311579404162e-09,3.211311579404162e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
Zinc,"('ecoinvent-3.4-biosphere', '84aa799e-9d98-4d34-85e0-516d28ab1be9')",Zn,3.211311579404162e-09,3.211311579404162e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
Zinc,"('ecoinvent-3.4-biosphere', '87a69874-34f9-4070-a525-aa301ab2634b')",Zn,3.211311579404162e-09,3.211311579404162e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
Zinc,"('ecoinvent-3.4-biosphere', '5ce378a0-b48d-471c-977d-79681521efde')",Zn,3.211311579404162e-09,3.211311579404162e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
Zinc,"('ecoinvent-3.4-biosphere', '8d226423-1351-4366-b09f-d16c9e38683c')",Zn,3.211311579404162e-09,3.211311579404162e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
Zinc,"('ecoinvent-3.4-biosphere', '748f22a9-eba4-4726-bef5-92c7442ce189')",Zn,3.211311579404162e-09,3.211311579404162e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
Zinc,"('ecoinvent-3.4-biosphere', '77887584-ddca-4920-952c-3609730e0c13')",Zn,3.211311579404162e-09,3.211311579404162e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
Zinc,"('ecoinvent-3.4-biosphere', 'b88999ec-84fd-462d-9dec-7e20a4636a58')",Zn,3.211311579404162e-09,3.211311579404162e-09,1.0,1.0836576745711442e-13,1.0836576745711442e-13
"Tin, ion","('ecoinvent-3.4-biosphere', 'd5c40848-fc29-47fa-90a4-46db64a45a4e')",Sn,3.155531533550789e-09,3.155531533550789e-09,1.0,1.3268575464212294e-13,1.3268575464212294e-13
"Tin, ion","('ecoinvent-3.4-biosphere', 'f73177d8-5e57-4f0d-ba34-6889cfdfed40')",Sn,3.155531533550789e-09,3.155531533550789e-09,1.0,1.3268575464212294e-13,1.3268575464212294e-13
"Tin, ion","('ecoinvent-3.4-biosphere', '2a992e5e-9f16-47b8-8bcb-733d00bed658')",Sn,3.155531533550789e-09,3.155531533550789e-09,1.0,1.3268575464212294e-13,1.3268575464212294e-13
"Tin, ion","('ecoinvent-3.4-biosphere', '60a6702f-20ad-444f-a6df-f6374f1e3183')",Sn,3.155531533550789e-09,3.155531533550789e-09,1.0,1.3268575464212294e-13,1.3268575464212294e-13
"Tin, ion","('ecoinvent-3.4-biosphere', '3ddb2e36-bc1b-43a5-8ef4-cbcdbeeeea70')",Sn,3.155531533550789e-09,3.155531533550789e-09,1.0,1.3268575464212294e-13,1.3268575464212294e-13
Manganese,"('ecoinvent-3.4-biosphere', '009a49e8-09a7-4432-9cb9-f2dd18e8f922')",Mn,3.018749924499144e-09,3.018749924499144e-09,1.0,6.485008032108113e-14,6.485008032108113e-14
Manganese,"('ecoinvent-3.4-biosphere', '295060ba-3c3d-45e4-99ca-e17b1204b553')",Mn,3.018749924499144e-09,3.018749924499144e-09,1.0,6.485008032108113e-14,6.485008032108113e-14
Manganese,"('ecoinvent-3.4-biosphere', 'f532985c-90b7-46fc-aac9-b039b40e22f1')",Mn,3.018749924499144e-09,3.018749924499144e-09,1.0,6.485008032108113e-14,6.485008032108113e-14
Manganese,"('ecoinvent-3.4-biosphere', '42053ffb-9284-49cb-88f9-33ac5c77be4a')",Mn,3.018749924499144e-09,3.018749924499144e-09,1.0,6.485008032108113e-14,6.485008032108113e-14
Manganese,"('ecoinvent-3.4-biosphere', '9ba8c05d-1593-45a5-8d3b-5c4f3e9fef32')",Mn,3.018749924499144e-09,3.018749924499144e-09,1.0,6.485008032108113e-14,6.485008032108113e-14
Manganese,"('ecoinvent-3.4-biosphere', '9c706cff-cb82-4207-a589-95896e04dc08')",Mn,3.018749924499144e-09,3.018749924499144e-09,1.0,6.485008032108113e-14,6.485008032108113e-14
Manganese,"('ecoinvent-3.4-biosphere', '0af26a55-d357-469f-abad-8ced785cb4fb')",Mn,3.018749924499144e-09,3.018749924499144e-09,1.0,6.485008032108113e-14,6.485008032108113e-14
Manganese,"('ecoinvent-3.4-biosphere', '835d0907-a668-4d92-b6b6-7b56fa343713')",Mn,3.018749924499144e-09,3.018749924499144e-09,1.0,6.485008032108113e-14,6.485008032108113e-14
Manganese,"('ecoinvent-3.4-biosphere', 'c91fd4bf-ed70-4e2f-a34f-159773f981b6')",Mn,3.018749924499144e-09,3.018749924499144e-09,1.0,6.485008032108113e-14,6.485008032108113e-14
Manganese,"('ecoinvent-3.4-biosphere', '6b7fbea6-4a86-40f9-954d-3c9b3611abfd')",Mn,3.018749924499144e-09,3.018749924499144e-09,1.0,6.485008032108113e-14,6.485008032108113e-14
