flow,amount,categories,unit
Lead,2.3439231608859072e-05,"('water', 'ground-')",kilogram
Silver,2.2816318536600332e-05,"('air', 'non-urban air or from high stacks')",kilogram
Chromium,1.9597049225066076e-05,"('air', 'urban air close to ground')",kilogram
Lead,1.713782775508401e-05,"('soil', 'industrial')",kilogram
Silver,1.6273878483292622e-05,"('soil',)",kilogram
Nickel,1.5777645491756412e-05,"('soil', 'industrial')",kilogram
Tin,1.4787996653620237e-05,"('air', 'low population density, long-term')",kilogram
Lead,1.3350492680849462e-05,"('soil',)",kilogram
Chromium,1.0617599185869271e-05,"('soil', 'industrial')",kilogram
Silver,1.0526685234064424e-05,"('air',)",kilogram
Uranium,1.0318199588143064e-05,"('air', 'urban air close to ground')",kilogram
Copper,9.884127155903224e-06,"('soil', 'industrial')",kilogram
Phosphorus,8.322930712587653e-06,"('air', 'low population density, long-term')",kilogram
Antimony,6.665463211257471e-06,"('soil',)",kilogram
Chromium VI,6.523191520977033e-06,"('air', 'urban air close to ground')",kilogram
Nickel,6.273188316615692e-06,"('soil',)",kilogram
Chromium,6.109326339017491e-06,"('air',)",kilogram
Chromium VI,5.637698579358177e-06,"('water',)",kilogram
Phosphorus,4.0490756871172416e-06,"('water', 'ocean')",kilogram
"Chromium, ion",1.761568587854836e-06,"('water', 'surface water')",kilogram
"Chromium, ion",7.958065337840724e-07,"('water',)",kilogram
Phosphorus,4.952664186766771e-07,"('air', 'non-urban air or from high stacks')",kilogram
"Chromium, ion",4.1794840989639687e-07,"('water', 'ocean')",kilogram
Tin,2.672324170261226e-07,"('air', 'urban air close to ground')",kilogram
Phosphorus,1.9910366062187004e-07,"('water',)",kilogram
Chromium,1.0978713076539214e-07,"('soil',)",kilogram
Tin,7.329853902573979e-08,"('soil', 'agricultural')",kilogram
Phosphorus,7.23654625443715e-08,"('water', 'ground-')",kilogram
Antimony,6.578781583132206e-08,"('soil', 'agricultural')",kilogram
Chromium VI,2.9783180667621642e-08,"('air',)",kilogram
Phosphate,1.7716297641173233e-08,"('water',)",kilogram
"Chromium, ion",1.2882244377077187e-08,"('water', 'ground-')",kilogram
Glyphosate,9.804340307625342e-09,"('soil', 'industrial')",kilogram
Uranium,5.730305833373718e-09,"('air', 'non-urban air or from high stacks')",kilogram
Phosphorus,2.2202896576393354e-09,"('air',)",kilogram
Mancozeb,1.737926171882441e-09,"('soil', 'agricultural')",kilogram
Glyphosate,1.3865426392260257e-09,"('soil', 'agricultural')",kilogram
Glyphosate,4.786818247779733e-10,"('air', 'non-urban air or from high stacks')",kilogram
Uranium,2.7550766456250314e-10,"('air',)",kilogram
Lithium,9.749729740418531e-11,"('soil',)",kilogram
Lithium,9.749729740418531e-11,"('water', 'ground-')",kilogram
Dichromate,1.1177176543943948e-11,"('water',)",kilogram
Silver,5.758926200213299e-12,"('soil', 'agricultural')",kilogram
Copper,5.681734538916263e-12,"('air', 'lower stratosphere + upper troposphere')",kilogram
Chlorpyrifos methyl,4.511133469651814e-12,"('soil', 'agricultural')",kilogram
Zinc,7.045267815541559e-13,"('air', 'lower stratosphere + upper troposphere')",kilogram
Nickel,3.4090068774321385e-13,"('air', 'lower stratosphere + upper troposphere')",kilogram
Glyphosate,3.325122799582531e-13,"('water', 'ground-')",kilogram
Monocrotophos,2.7525685738034734e-13,"('soil', 'agricultural')",kilogram
Lithium,1.7203789565070405e-13,"('air', 'urban air close to ground')",kilogram
Dichromate,1.700136130743158e-13,"('water', 'surface water')",kilogram
Chlorpyrifos,1.1677057008301995e-13,"('soil', 'agricultural')",kilogram
Lead,3.5342622769273204e-14,"('air', 'lower stratosphere + upper troposphere')",kilogram
Acephate,3.0120093465594924e-14,"('soil', 'agricultural')",kilogram
Chlorpyrifos,1.654231805743009e-14,"('air', 'non-urban air or from high stacks')",kilogram
Sodium dichromate,8.29182457735647e-15,"('air', 'urban air close to ground')",kilogram
Ethephon,5.563903024568859e-15,"('soil', 'agricultural')",kilogram
Chromium,5.377975657104348e-15,"('air', 'lower stratosphere + upper troposphere')",kilogram
Malathion,4.518768424235182e-15,"('soil', 'agricultural')",kilogram
Sulfosate,3.2765245639022995e-15,"('soil', 'agricultural')",kilogram
Acephate,2.4854860360791207e-15,"('air', 'non-urban air or from high stacks')",kilogram
Glyphosate,2.1692013965556696e-15,"('water', 'surface water')",kilogram
Dicrotophos,5.533809522323704e-16,"('soil', 'agricultural')",kilogram
Profenofos,3.4587165224829898e-16,"('soil', 'agricultural')",kilogram
Glufosinate,1.3081572330423643e-16,"('soil', 'agricultural')",kilogram
Tribufos,9.901177143701275e-17,"('soil', 'agricultural')",kilogram
Cu-HDO,-4.76379491008939e-17,"('water',)",kilogram
Parathion,1.5812472229509694e-17,"('soil', 'agricultural')",kilogram
Methyl parathion,6.594508009658484e-18,"('air', 'non-urban air or from high stacks')",kilogram
Phosphine,8.962880941662647e-19,"('air', 'urban air close to ground')",kilogram
Phosphorus trichloride,2.881525983739446e-19,"('air', 'urban air close to ground')",kilogram
Methyl parathion,2.8266891119586635e-19,"('soil', 'agricultural')",kilogram
Ethephon,1.8339254921996626e-24,"('air', 'non-urban air or from high stacks')",kilogram
Ethephon,1.2103654104695966e-25,"('water', 'ground-')",kilogram
Ethephon,7.335067884375152e-28,"('water', 'surface water')",kilogram
