Flow_Name,Flow_Key,Metal,Delta_g_Total,Delta_g_Metal,Metal_Fraction,CF_Metal,CF_Total,grade_source
Antimony,"('ecoinvent-3.4-biosphere', '2b2369a4-26bb-4b18-8479-752fdf7a5e7f')",Sb,9.306075561611062e-10,9.306075561611062e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '77927dac-dea3-429d-a434-d5a71d92c4f7')",Sb,9.306075561611062e-10,9.306075561611062e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '49803ad0-9ca2-4507-a5ea-f152d16c929d')",Sb,9.306075561611062e-10,9.306075561611062e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '34b96163-a3df-4bc1-8224-e2a9fe01b23f')",Sb,9.306075561611062e-10,9.306075561611062e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '3ea5684a-6d64-4f96-8c09-1d90f997c9d4')",Sb,9.306075561611062e-10,9.306075561611062e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', 'f4cf8d5c-f030-4b55-a3af-e3c20b855ee8')",Sb,9.306075561611062e-10,9.306075561611062e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '43b29ad9-26dd-4838-b931-6216e55a0120')",Sb,9.306075561611062e-10,9.306075561611062e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Zinc,"('ecoinvent-3.4-biosphere', '77887584-ddca-4920-952c-3609730e0c13')",Zn,9.162106616692684e-10,9.162106616692684e-10,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation
Zinc,"('ecoinvent-3.4-biosphere', 'ada3ecfe-8244-4389-bcce-e83ca4f66e09')",Zn,9.162106616692684e-10,9.162106616692684e-10,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation
Zinc,"('ecoinvent-3.4-biosphere', '748f22a9-eba4-4726-bef5-92c7442ce189')",Zn,9.162106616692684e-10,9.162106616692684e-10,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation
Zinc,"('ecoinvent-3.4-biosphere', '8f871bab-96dc-49d9-bf08-12cdd0715901')",Zn,9.162106616692684e-10,9.162106616692684e-10,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation
Zinc,"('ecoinvent-3.4-biosphere', '5ce378a0-b48d-471c-977d-79681521efde')",Zn,9.162106616692684e-10,9.162106616692684e-10,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation
Zinc,"('ecoinvent-3.4-biosphere', 'b88999ec-84fd-462d-9dec-7e20a4636a58')",Zn,9.162106616692684e-10,9.162106616692684e-10,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation
Zinc,"('ecoinvent-3.4-biosphere', '8d226423-1351-4366-b09f-d16c9e38683c')",Zn,9.162106616692684e-10,9.162106616692684e-10,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation
Zinc,"('ecoinvent-3.4-biosphere', '84aa799e-9d98-4d34-85e0-516d28ab1be9')",Zn,9.162106616692684e-10,9.162106616692684e-10,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation
Zinc,"('ecoinvent-3.4-biosphere', '87a69874-34f9-4070-a525-aa301ab2634b')",Zn,9.162106616692684e-10,9.162106616692684e-10,1.0,1.0836576745711442e-13,1.0836576745711442e-13,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', '9ce88274-57b6-42ed-a78b-4abef2301865')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', '1e904267-caa3-40e6-a3a0-fc104489770b')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', '9542444c-7c7a-48e2-bc9c-9c7c34fb7b3e')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', '33627701-feca-434d-a192-674a450eaaf7')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', 'caf066cf-40ce-47a8-ba4c-969fcd6019c7')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', '74eb3f02-09ec-46ce-8ee8-d67d0900136b')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', 'f0d1c319-249f-4a89-b0e7-3a5a90a54036')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', 'f0e28a62-ddf9-4c93-af81-676a58c3f2d4')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', 'd4291dd5-dae8-47fa-bf06-466fcecbc210')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', 'ca04300a-8338-4601-ba7c-66c10a4f6322')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', '12051b95-831a-49c0-9a70-fbc0e8fb9af9')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', '381a22c9-3722-4378-810d-86958f7b6d32')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', 'b10faa87-2c1d-4f6e-aa65-9f80b376939a')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Cobalt,"('ecoinvent-3.4-biosphere', 'c58d25ad-30d2-4fac-a857-1fa6f67afe8a')",Co,8.764035352571517e-10,8.764035352571517e-10,1.0,1.9447495148453946e-12,1.9447495148453946e-12,dissipation
Iron,"('ecoinvent-3.4-biosphere', '76152de4-9499-48f7-af98-a5d41842484a')",Fe,8.613439037610252e-10,8.613439037610252e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
Iron,"('ecoinvent-3.4-biosphere', 'e3043a7f-5347-4c7b-89ee-93f11b2f6d9b')",Fe,8.613439037610252e-10,8.613439037610252e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
Iron,"('ecoinvent-3.4-biosphere', '0dc0bbb0-1141-4dff-b6a2-8bd5368e14af')",Fe,8.613439037610252e-10,8.613439037610252e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
Iron,"('ecoinvent-3.4-biosphere', '98693cdf-d9fc-43ed-bfe6-78dfe5742d33')",Fe,8.613439037610252e-10,8.613439037610252e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
Iron,"('ecoinvent-3.4-biosphere', 'ce567bdc-76ec-4ca0-be79-8bb796e448b3')",Fe,8.613439037610252e-10,8.613439037610252e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
Iron,"('ecoinvent-3.4-biosphere', 'e8bd2edd-f937-49f6-9e8b-9f445278775e')",Fe,8.613439037610252e-10,8.613439037610252e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
Iron,"('ecoinvent-3.4-biosphere', '32cd0492-c0cb-4898-a2b1-675eedc5b688')",Fe,8.613439037610252e-10,8.613439037610252e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
Iron,"('ecoinvent-3.4-biosphere', 'c983ad54-12e9-47a5-b747-5e5c448e58e2')",Fe,8.613439037610252e-10,8.613439037610252e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
Iron,"('ecoinvent-3.4-biosphere', '8dba66e2-0f2e-4038-84ef-1e40b4f573a6')",Fe,8.613439037610252e-10,8.613439037610252e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
Iron,"('ecoinvent-3.4-biosphere', 'db364689-e1a3-4629-8835-e6c59d6daf09')",Fe,8.613439037610252e-10,8.613439037610252e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', '7880e65c-0321-4295-ba55-3186ad36e489')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', '765546a9-b056-4d27-ad14-2f016511bdcb')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', '6f0b8b7c-3888-4174-b7e3-916d42d678ee')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', '46e63323-cffd-4c46-829b-5f006b50fa9b')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', '01056d4b-f9b0-4dfc-b8d9-8407c8376efb')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', 'd96403bf-902e-4b7a-8ffd-32fe09e4017f')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', '0ace7678-a181-48e8-8728-d912a8b56c57')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', '97e498ec-f323-4ec6-bcc0-d8a4c853bae3')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', '9c3bd678-1b2f-4b95-a245-d5c8a3fe326b')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', '2baa4381-b781-4f5e-90de-508b0fa3fd1f')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', '2e0c9efa-d55c-49db-8be3-0376d5921ff4')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', 'ff65658c-2d39-44a2-b23e-7ec3c644f064')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', 'e0401210-0377-4670-84af-12247ca20bed')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Aluminium,"('ecoinvent-3.4-biosphere', '39555a26-d28b-425f-993f-e8770ab7d9cf')",Al,8.332548883558549e-10,8.332548883558549e-10,1.0,6.422536676269254e-14,6.422536676269254e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', '44f28e11-061d-44fd-8f25-dc62a9f1fa57')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', '2460f868-54a9-404c-bec8-c809a44ae72c')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', '835d0907-a668-4d92-b6b6-7b56fa343713')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', '295060ba-3c3d-45e4-99ca-e17b1204b553')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', 'f532985c-90b7-46fc-aac9-b039b40e22f1')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', '0af26a55-d357-469f-abad-8ced785cb4fb')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', 'b0546417-3064-4878-bd6f-2da75cefdf63')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', 'c91fd4bf-ed70-4e2f-a34f-159773f981b6')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', '9c706cff-cb82-4207-a589-95896e04dc08')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', '009a49e8-09a7-4432-9cb9-f2dd18e8f922')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', '6b7fbea6-4a86-40f9-954d-3c9b3611abfd')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', '10cbd2f7-c41b-4bb4-b636-d8fc15cf0282')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', '42053ffb-9284-49cb-88f9-33ac5c77be4a')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Manganese,"('ecoinvent-3.4-biosphere', '9ba8c05d-1593-45a5-8d3b-5c4f3e9fef32')",Mn,8.288758895143545e-10,8.288758895143545e-10,1.0,6.485008032108113e-14,6.485008032108113e-14,dissipation
Antimony,"('ecoinvent-3.4-biosphere', 'b2dc8668-86de-4207-b20e-dc81dea63c98')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '83cf77ca-867b-4eef-b0f0-78d71b3d91d5')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '183f9856-03ab-464d-9366-8ef62077b510')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', 'fa39136e-1ef6-43c1-af68-104da104568d')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', 'c49fb4cd-eed0-4438-9052-9612473cdbae')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '5df5cb9f-812c-4ce8-ab1c-df6ab4d31900')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '7805afa2-d93b-40bb-b841-325b98aec824')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '2b2369a4-26bb-4b18-8479-752fdf7a5e7f')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '77927dac-dea3-429d-a434-d5a71d92c4f7')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '49803ad0-9ca2-4507-a5ea-f152d16c929d')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '34b96163-a3df-4bc1-8224-e2a9fe01b23f')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '3ea5684a-6d64-4f96-8c09-1d90f997c9d4')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', 'f4cf8d5c-f030-4b55-a3af-e3c20b855ee8')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
Antimony,"('ecoinvent-3.4-biosphere', '43b29ad9-26dd-4838-b931-6216e55a0120')",Sb,8.212093570258105e-10,8.212093570258105e-10,1.0,2.1834077210692158e-11,2.1834077210692158e-11,dissipation
"Chromium, ion","('ecoinvent-3.4-biosphere', 'e34d3da4-a3d5-41be-84b5-458afe32c990')",Cr,7.71129348110886e-10,7.71129348110886e-10,1.0,3.1278613038877847e-13,3.1278613038877847e-13,dissipation
"Chromium, ion","('ecoinvent-3.4-biosphere', '30f484ee-dec4-47ae-8e92-d00d4b93fe05')",Cr,7.71129348110886e-10,7.71129348110886e-10,1.0,3.1278613038877847e-13,3.1278613038877847e-13,dissipation
"Chromium, ion","('ecoinvent-3.4-biosphere', '1c87de06-e58f-4684-a54c-d29f1a251a87')",Cr,7.71129348110886e-10,7.71129348110886e-10,1.0,3.1278613038877847e-13,3.1278613038877847e-13,dissipation
"Chromium, ion","('ecoinvent-3.4-biosphere', 'd9c23a8d-e7bf-4f70-8d22-b9ad8a653204')",Cr,7.71129348110886e-10,7.71129348110886e-10,1.0,3.1278613038877847e-13,3.1278613038877847e-13,dissipation
"Chromium, ion","('ecoinvent-3.4-biosphere', 'd98f0ec0-bf19-4c90-a457-a8593dec497f')",Cr,7.71129348110886e-10,7.71129348110886e-10,1.0,3.1278613038877847e-13,3.1278613038877847e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', '163926e2-b4cc-42bb-ba7d-401028140985')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', '9cf3a683-ed3d-40e9-b039-7653e4fc9e20')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', '35b4d818-1019-413b-b99d-d351d8a67ac4')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', 'c26d4716-ce1e-43da-a662-cd9498b1e8bc')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', '1f3c2297-d652-468d-82e8-4fd59bf5b5b8')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', '640e30d2-3158-4a1a-82ef-fd0c72922c9a')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', '697e8ecf-bdbe-4857-92c9-e01960c91db7')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', '442511cc-a98b-4242-9229-5736cb9a9399')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', '3822809c-cc03-469d-ac2a-9f85842f8440')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', 'c126f8a0-6bc4-42e6-9220-d6ccfef3f2ed')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', '8b531ec0-ca7a-49cd-bef0-56f110112f34')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', 'fdaaef05-0d10-4032-b2e7-85cae3c7bd5c')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', '7d3f7498-3596-478a-9fa1-72201ef94082')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
Molybdenum,"('ecoinvent-3.4-biosphere', '5fa36ce3-aed0-443b-a09d-4cdf25b41995')",Mo,6.571315772771111e-10,6.571315772771111e-10,1.0,1.6532043483883647e-13,1.6532043483883647e-13,dissipation
"Iron, ion","('ecoinvent-3.4-biosphere', '9b6d6f07-ebc6-447d-a3c0-f2017d77d852')",Fe,5.76339455717126e-10,5.76339455717126e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
"Iron, ion","('ecoinvent-3.4-biosphere', '33fd8342-58e7-45c9-ad92-0951c002c403')",Fe,5.76339455717126e-10,5.76339455717126e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
"Iron, ion","('ecoinvent-3.4-biosphere', 'de444dc0-5964-4501-8367-50ba53bfc6b9')",Fe,5.76339455717126e-10,5.76339455717126e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
"Iron, ion","('ecoinvent-3.4-biosphere', '7c335b9c-a403-47a8-bb6d-2e7d3c3a230e')",Fe,5.76339455717126e-10,5.76339455717126e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
"Iron, ion","('ecoinvent-3.4-biosphere', '2c9a7182-37c8-4777-a37a-9a007c3edb2f')",Fe,5.76339455717126e-10,5.76339455717126e-10,1.0,9.645225823667623e-15,9.645225823667623e-15,dissipation
Nickel,"('ecoinvent-3.4-biosphere', '56815b4f-6138-4e0b-9fac-c94fd6b102b3')",Ni,5.722096308184417e-10,5.722096308184417e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel,"('ecoinvent-3.4-biosphere', 'e43a270f-4f88-4789-a0b8-7aba56677743')",Ni,5.722096308184417e-10,5.722096308184417e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel,"('ecoinvent-3.4-biosphere', 'a72a45ee-395a-4d25-b893-9d183e43e76e')",Ni,5.722096308184417e-10,5.722096308184417e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel,"('ecoinvent-3.4-biosphere', 'e8fc62ba-678e-4706-97d2-b79d83e227d5')",Ni,5.722096308184417e-10,5.722096308184417e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel,"('ecoinvent-3.4-biosphere', '5de1943f-b011-45a0-97d4-ed15eea6a382')",Ni,5.722096308184417e-10,5.722096308184417e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel,"('ecoinvent-3.4-biosphere', 'b4580545-243d-48d2-a3a0-2633a4f46fb1')",Ni,5.722096308184417e-10,5.722096308184417e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel,"('ecoinvent-3.4-biosphere', 'c89873de-cd23-4323-a948-f5cfeebd2fc9')",Ni,5.722096308184417e-10,5.722096308184417e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel,"('ecoinvent-3.4-biosphere', '2bcad3b3-5305-481c-a166-ad5e6eac2675')",Ni,5.722096308184417e-10,5.722096308184417e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel,"('ecoinvent-3.4-biosphere', '0545c382-2312-43b6-9ec3-63dbb1438565')",Ni,5.722096308184417e-10,5.722096308184417e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
Nickel,"('ecoinvent-3.4-biosphere', 'a5506f4b-113f-4713-95c3-c819dde6e48b')",Ni,5.722096308184417e-10,5.722096308184417e-10,1.0,9.066741688482605e-14,9.066741688482605e-14,dissipation
"Silver, ion","('ecoinvent-3.4-biosphere', 'af9793ba-25a1-4928-a14a-4bcf7d5bd3f7')",Ag,5.511391213993538e-10,5.511391213993538e-10,1.0,1.5701960660375504e-13,1.5701960660375504e-13,dissipation
"Silver, ion","('ecoinvent-3.4-biosphere', '71cfe87c-ab80-421e-adba-afb7d5bd0861')",Ag,5.511391213993538e-10,5.511391213993538e-10,1.0,1.5701960660375504e-13,1.5701960660375504e-13,dissipation
"Silver, ion","('ecoinvent-3.4-biosphere', '94426df9-63b1-4dc6-ad1b-3509e22f1154')",Ag,5.511391213993538e-10,5.511391213993538e-10,1.0,1.5701960660375504e-13,1.5701960660375504e-13,dissipation
"Silver, ion","('ecoinvent-3.4-biosphere', '21c257b2-57ce-4a6e-b4bd-40f0f75f310f')",Ag,5.511391213993538e-10,5.511391213993538e-10,1.0,1.5701960660375504e-13,1.5701960660375504e-13,dissipation
"Silver, ion","('ecoinvent-3.4-biosphere', '6aa8673f-f7e3-4270-93dc-e97b745fced7')",Ag,5.511391213993538e-10,5.511391213993538e-10,1.0,1.5701960660375504e-13,1.5701960660375504e-13,dissipation
Lead,"('ecoinvent-3.4-biosphere', 'e9e856c2-868e-435e-8425-8df1c9297cfc')",Pb,4.724927322763017e-10,4.724927322763017e-10,1.0,1.1855254708054448e-13,1.1855254708054448e-13,dissipation
Lead,"('ecoinvent-3.4-biosphere', '4010918f-7fd0-4925-8fbb-8fd7a44a806c')",Pb,4.724927322763017e-10,4.724927322763017e-10,1.0,1.1855254708054448e-13,1.1855254708054448e-13,dissipation
Lead,"('ecoinvent-3.4-biosphere', '2718482b-8399-442e-b89a-52fbcc22d2e6')",Pb,4.724927322763017e-10,4.724927322763017e-10,1.0,1.1855254708054448e-13,1.1855254708054448e-13,dissipation
Lead,"('ecoinvent-3.4-biosphere', '837083ce-41cd-49f3-a849-d79564dac238')",Pb,4.724927322763017e-10,4.724927322763017e-10,1.0,1.1855254708054448e-13,1.1855254708054448e-13,dissipation
