Flow_Key,Flow_Name,Metals,CF2_contributions,Total_CF2
"('ecoinvent-3.4-biosphere', '295060ba-3c3d-45e4-99ca-e17b1204b553')",Manganese,"['Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn']","[1.3289052009582949e-06, 1.1511768515340385e-08, 1.0626568080295657e-08, 2.7726712995733672e-09, 1.1557326859325849e-09, 4.978287916631244e-10, 4.905024751963496e-10, 3.3264323355054624e-10, 5.911235176862889e-11, 4.39357169821555e-11, 3.157458293057896e-11, 9.161122884256023e-13]",1.3564284548038166e-06
"('ecoinvent-3.4-biosphere', '2a5ed451-12a2-47db-b4dc-fa0bfbc01d79')",Chromium,"['Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr', 'Cr']","[8.070074145857344e-09, 3.178071957929358e-10, 2.347895531995853e-10, 1.2720800334168457e-10, 7.319499352828744e-11, 1.315339901999283e-12, 0.0]",8.824389231621836e-09
"('ecoinvent-3.4-biosphere', '2a7b68ff-f12a-44c6-8b31-71ec91d29889')",Tin,"['Sn', 'Sn', 'Sn', 'Sn', 'Sn']","[5.885581914794401e-08, 4.2558741620612713e-08, 1.998461580075936e-08, 3.611486765859657e-10, 9.90537772070341e-11]",1.2185937902310908e-07
"('ecoinvent-3.4-biosphere', '2a992e5e-9f16-47b8-8bcb-733d00bed658')","Tin, ion","['Sn', 'Sn', 'Sn', 'Sn']","[2.642067319737557e-06, 2.4070116768311625e-08, 8.280198221816365e-09, 2.8846413106577557e-09]",2.677302276038343e-06
"('ecoinvent-3.4-biosphere', '2b2369a4-26bb-4b18-8479-752fdf7a5e7f')",Antimony,"['Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb', 'Sb']","[1.2003996632167017e-05, 2.7608315623075266e-06, 1.9764994618861804e-06, 8.398694605998835e-07, 2.0716904935695476e-07, 2.9289958507624105e-08, 3.677203023718994e-09, 2.87051636150663e-09, 2.2680652603734502e-10, 2.2389265783945845e-12]",1.7824432889663027e-05
"('ecoinvent-3.4-biosphere', '2b3cf153-0dd6-4b79-b0d4-b4df832f3a7e')",Chlorpyrifos methyl,['P'],[2.973067610036048e-14],2.973067610036048e-14
"('ecoinvent-3.4-biosphere', '2baa4381-b781-4f5e-90de-508b0fa3fd1f')",Aluminium,"['Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al']","[0.0029420671699545184, 6.472696683137066e-05, 1.8856662959297306e-05, 1.0870904135460335e-05, 4.072142231361834e-06, 3.051015405206563e-06, 1.2867534804984585e-06, 1.0259613739636414e-06, 6.362433312557507e-07, 2.7944981130169215e-07, 4.404685047128439e-09, 2.134267663212834e-09]",0.003046879808466945
"('ecoinvent-3.4-biosphere', '2bcad3b3-5305-481c-a166-ad5e6eac2675')",Nickel,"['Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni']","[8.047037326523953e-07, 4.1161444661958496e-07, 5.1030005150251594e-08, 1.607397664614131e-08, 7.43886149652537e-09, 7.379424568075181e-10, 2.934090915915875e-10, 0.0]",1.2918923741132978e-06
"('ecoinvent-3.4-biosphere', '2c7be02c-791f-4fef-b231-b90321bbeb30')","Zinc, ion","['Zn', 'Zn', 'Zn', 'Zn', 'Zn']","[8.157791099764034e-06, 9.186106367051087e-08, 4.1735513242456396e-08, 2.653565687471985e-08, 3.0256421638428065e-09]",8.320948975715563e-06
"('ecoinvent-3.4-biosphere', '2c9a7182-37c8-4777-a37a-9a007c3edb2f')","Iron, ion","['Fe', 'Fe', 'Fe', 'Fe', 'Fe']","[1.892333314727315e-06, 1.8192993854320273e-07, 6.442032026674574e-09, 1.881539888602804e-09, 3.721080465182593e-11]",2.082624035990447e-06
"('ecoinvent-3.4-biosphere', '2d4b8ec1-8d53-4e62-8a11-ebc45909b02e')",Phosphorus,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[8.815357061862996e-10, 1.3350469431915354e-10, 7.112424032186766e-11, 4.3600338759077273e-11, 1.4622821463644485e-11, 7.114039709091073e-12, 8.702679976458197e-13, 3.4984377829031466e-13, 1.27275870329858e-13, 4.011717847183295e-15]",1.1528532401232468e-09
