flow_key,name,categories,unit,cleaned_name,molecular_formula,molecular_weight,parts,composition,fraction,grade_source
"('ecoinvent-3.4-biosphere', '581ddcdf-82b7-4f87-83ee-761a44fea7f7')",Magnesium,"('soil', 'industrial')",kilogram,Magnesium,Mg,24.305,"[['Mg', 1]]",{'Mg': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '0f907765-2a94-48a8-8978-55a2757d3e24')",Propionic acid,"('air', 'non-urban air or from high stacks')",kilogram,Propionic acid,C3H6O2,74.08,"[['C', 3], ['H', 6], ['O', 2]]","{'C': 0.4864065874730022, 'H': 0.08164146868250541, 'O': 0.4319384449244061}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'bdce3a7c-e008-4391-be26-285f71a02453')","Zinc, ion","('water', 'ground-, long-term')",kilogram,Zinc,Zn,65.4,"[['Zn', 1]]",{'Zn': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '220257a9-c1c8-428d-8c35-db8b849d3db0')",Silicon tetrafluoride,"('air', 'low population density, long-term')",kilogram,Silicon tetrafluoride,F4Si,104.079,"[['F', 4], ['Si', 1]]","{'F': 0.7301376838747491, 'Si': 0.2698527080390857}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9a98be81-7711-4a1b-adc0-8e65acf05d62')",Nitrite,"('water', 'ground-')",kilogram,Nitrite,NO2-,46.006,"[['N', 1], ['O', 2]]","{'N': 0.30446028778854933, 'O': 0.6955179759161849}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7e241410-2dec-4320-baf0-cebc3b52e2ca')",Diethylamine,"('water',)",kilogram,Diethylamine,C4H11N,73.14,"[['C', 4], ['H', 11], ['N', 1]]","{'C': 0.6568772217664752, 'H': 0.15159967186218212, 'N': 0.19150943396226414}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '5fefa2d0-133d-444f-b1fe-596d15f4673e')",Silicon,"('water', 'ocean')",kilogram,Silicon,Si,28.085,"[['Si', 1]]",{'Si': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '2460ff3a-b368-4224-9c0d-0900fd29608f')","Methane, dichlorofluoro-, HCFC-21","('water',)",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f1c0cd31-8d5e-4bc9-91f6-79e76329234e')",Propionic acid,"('air', 'urban air close to ground')",kilogram,Propionic acid,C3H6O2,74.08,"[['C', 3], ['H', 6], ['O', 2]]","{'C': 0.4864065874730022, 'H': 0.08164146868250541, 'O': 0.4319384449244061}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f3a3227c-39f4-4383-8007-8b3b0c33467a')",Ethene,"('water',)",kilogram,Ethene,C2H4,28.05,"[['C', 2], ['H', 4]]","{'C': 0.8563992869875222, 'H': 0.14374331550802139}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '57860159-5626-4f15-89b5-13b357797d71')",Fluoride,"('soil', 'forestry')",kilogram,Fluoride,F-,18.99840316,"[['F', 1]]",{'F': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'cab70244-9e25-42d3-b31e-ddabfd3eeb67')","Ethane, 1,2-dichloro-","('air', 'lower stratosphere + upper troposphere')",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '0bc097f2-00ee-416f-a275-2c05d1e6d482')",Acenaphthene,"('water', 'ground-')",kilogram,Acenaphthene,C12H10,154.21,"[['C', 12], ['H', 10]]","{'C': 0.9346475585240905, 'H': 0.06536541080344983}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e8bc4c9e-c34f-4983-aea0-2433f3397a3a')",Chlorotoluron,"('soil', 'agricultural')",kilogram,Chlorotoluron,C10H13ClN2O,212.67,"[['C', 10], ['H', 13], ['Cl', 1], ['N', 2], ['O', 1]]","{'C': 0.564771712042131, 'H': 0.06161658908167584, 'Cl': 0.16670428363191803, 'N': 0.13172520806883906, 'O': 0.07522922838200029}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '2cfea267-9965-411e-9381-4d32835b4ffe')",Hydrogen sulfide,"('water', 'ocean')",kilogram,Hydrogen sulfide,H2S,34.08,"[['H', 2], ['S', 1]]","{'H': 0.05915492957746479, 'S': 0.9408744131455399}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '71234253-b3a7-4dfe-b166-a484ad15bee7')",Mercury,"('air',)",kilogram,Mercury,Hg,200.59,"[['Hg', 1]]",{'Hg': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '4f6390e3-bca5-4d3b-aead-7d63f2534440')",Mancozeb,"('soil', 'agricultural')",kilogram,Mancozeb,C8H12MnN4S8Zn,541.1,"[['C', 8], ['H', 12], ['Mn', 1], ['N', 4], ['S', 8], ['Zn', 1]]","{'C': 0.1775790057290704, 'H': 0.022354463130659766, 'Mn': 0.10153021622620588, 'N': 0.10354463130659766, 'S': 0.47407133616706704, 'Zn': 0.12082794307891331}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '85500204-9d88-40ae-9f0b-3ceba0e7a74f')",Propanol,"('water', 'ground-')",kilogram,Propanol,C3H8O,60.1,"[['C', 3], ['H', 8], ['O', 1]]","{'C': 0.5995507487520799, 'H': 0.1341763727121464, 'O': 0.2662063227953411}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'fa5512cf-04a2-4014-8e96-d3e2d137f0df')",Butane,"('air', 'non-urban air or from high stacks')",kilogram,Butane,C4H10,58.12,"[['C', 4], ['H', 10]]","{'C': 0.8266345492085341, 'H': 0.1734342739160358}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ed63abd0-7cc6-4825-8759-b367e560fe95')","Methane, monochloro-, R-40","('air', 'non-urban air or from high stacks')",kilogram,Methane,CH4,16.043,"[['C', 1], ['H', 4]]","{'C': 0.7486754347690582, 'H': 0.2513245652309419}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e4d7a9e4-76d6-46f6-b91b-2be8460d248e')",Sulfite,"('water', 'ground-')",kilogram,Sulfite,O3S-2,80.07,"[['O', 3], ['S', 1]]","{'O': 0.5994379917572125, 'S': 0.400462095666292}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'a274b5ea-20b3-4216-b3bd-94ac589f1eaf')",Acetonitrile,"('water', 'ocean')",kilogram,Acetonitrile,C2H3N,41.05,"[['C', 2], ['H', 3], ['N', 1]]","{'C': 0.5851887941534714, 'H': 0.07366626065773448, 'N': 0.3412180267965895}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '0dc0bbb0-1141-4dff-b6a2-8bd5368e14af')",Iron,"('air', 'lower stratosphere + upper troposphere')",kilogram,Iron,Fe,55.84,"[['Fe', 1]]",{'Fe': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd7000952-5775-43af-a422-ef7645f260d5')",Lactic acid,"('air', 'non-urban air or from high stacks')",kilogram,Lactic acid,C3H6O3,90.08,"[['C', 3], ['H', 6], ['O', 3]]","{'C': 0.4000111012433393, 'H': 0.06714031971580817, 'O': 0.5328263765541741}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '0d8a4e41-a58c-49f9-82dc-9d57b3d0602c')",Etridiazole,"('soil', 'agricultural')",kilogram,Etridiazole,C5H5Cl3N2OS,247.5,"[['C', 5], ['H', 5], ['Cl', 3], ['N', 2], ['O', 1], ['S', 1]]","{'C': 0.2426464646464646, 'H': 0.020363636363636365, 'Cl': 0.42973333333333336, 'N': 0.11318787878787878, 'O': 0.06464242424242425, 'S': 0.12955555555555553}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f809b5e9-ed1b-4117-8bc7-9acf883ec7f5')",Alachlor,"('soil', 'agricultural')",kilogram,Alachlor,C14H20ClNO2,269.77,"[['C', 14], ['H', 20], ['Cl', 1], ['N', 1], ['O', 2]]","{'C': 0.6233235719316456, 'H': 0.0747303258331171, 'Cl': 0.13141935723023318, 'N': 0.051922007636134485, 'O': 0.1186121510916707}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '39555a26-d28b-425f-993f-e8770ab7d9cf')",Aluminium,"('soil', 'forestry')",kilogram,Aluminium,Al,26.981538,"[['Al', 1]]",{'Al': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ec8789e5-d140-4ca8-b7ef-b3abfd044414')","Ethane, chloropentafluoro-, CFC-115","('air',)",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '6b7fbea6-4a86-40f9-954d-3c9b3611abfd')",Manganese,"('soil',)",kilogram,Manganese,Mn,54.93804,"[['Mn', 1]]",{'Mn': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'acbae70a-5450-448f-9038-c403cb496e1a')",Sulfur hexafluoride,"('air', 'low population density, long-term')",kilogram,Sulfur hexafluoride,F6S,146.06,"[['F', 6], ['S', 1]]","{'F': 0.7804190058879912, 'S': 0.21953306860194438}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '82f5987e-39bf-4055-8f4e-ea3a1882306f')",Fluazifop-P-butyl,"('soil', 'agricultural')",kilogram,Fluazifop-P-butyl,C19H20F3NO4,383.4,"[['C', 19], ['H', 20], ['F', 3], ['N', 1], ['O', 4]]","{'C': 0.5952243088158581, 'H': 0.05258215962441315, 'F': 0.14865414710485134, 'N': 0.03653364632237872, 'O': 0.1669170579029734}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '09f735ea-0a87-4e19-a660-d044db3a7118')",Aniline,"('water',)",kilogram,Aniline,C6H7N,93.13,"[['C', 6], ['H', 7], ['N', 1]]","{'C': 0.773821539783099, 'H': 0.07576505959411575, 'N': 0.15040266294427146}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '36b918a7-5b52-4853-812a-1f49c2366d89')",Benzal chloride,"('air', 'urban air close to ground')",kilogram,Benzal chloride,C7H6Cl2,161.03,"[['C', 7], ['H', 6], ['Cl', 2]]","{'C': 0.5221201018443768, 'H': 0.03755821896541017, 'Cl': 0.4403278892131901}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '89721e33-60fa-4447-bfc6-2f27d44a7893')",Cadmium,"('soil', 'industrial')",kilogram,Cadmium,Cd,112.41,"[['Cd', 1]]",{'Cd': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f2efe6b2-21ae-4ed0-aacf-2a6d41d8e801')",Bifenthrin,"('soil', 'agricultural')",kilogram,Bifenthrin,C23H22ClF3O2,422.9,"[['C', 23], ['H', 22], ['Cl', 1], ['F', 3], ['O', 2]]","{'C': 0.6532348072830456, 'H': 0.052437928588318757, 'Cl': 0.08383305746039255, 'F': 0.1347694490423268, 'O': 0.07566327737053678}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '8fc441e0-0d97-46b9-b84b-ed2689d9014a')",Dimethenamid,"('water', 'surface water')",kilogram,Dimethenamid,C12H18ClNO2S,275.8,"[['C', 12], ['H', 18], ['Cl', 1], ['N', 1], ['O', 2], ['S', 1]]","{'C': 0.5225960841189268, 'H': 0.06578680203045685, 'Cl': 0.12854604786076868, 'N': 0.05078680203045685, 'O': 0.1160188542422045, 'S': 0.1162617839013778}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '62641c03-c0b7-4e16-ba51-41d4b731c291')",t-Butylamine,"('air', 'non-urban air or from high stacks')",kilogram,t-Butylamine,C4H11N,73.14,"[['C', 4], ['H', 11], ['N', 1]]","{'C': 0.6568772217664752, 'H': 0.15159967186218212, 'N': 0.19150943396226414}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f84a6dac-bc6e-4efc-bdb0-a0f2a0231d0f')","Ethane, 1,1,1-trichloro-, HCFC-140","('water', 'ground-')",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'e98084d6-88a2-48cf-9ad5-6462fe9cf857')","Lithium, ion","('water', 'surface water')",kilogram,Lithium,Li,7.0,"[['Li', 1]]",{'Li': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'a703733d-fabc-487b-826a-06c11ac4c0c6')","Nitrogen, organic bound","('water',)",kilogram,Nitrogen,N2,28.014,"[['N', 2]]",{'N': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '81c4ba39-8a3f-4a43-97b4-401605bbebf5')",Benzo(a)pyrene,"('air', 'non-urban air or from high stacks')",kilogram,Benzo(a)pyrene,C20H12,252.3,"[['C', 20], ['H', 12]]","{'C': 0.9521204914783986, 'H': 0.04794292508917954}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'bb6ef77c-b33e-48b2-b24d-1a5724ed5083')",Carbon disulfide,"('air', 'low population density, long-term')",kilogram,Carbon disulfide,CS2,76.15,"[['C', 1], ['S', 2]]","{'C': 0.1577281680892974, 'S': 0.8421536441234404}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd961f86b-e36b-4ac6-8cd4-b253e496de79')","Aldehydes, unspecified","('air', 'urban air close to ground')",kilogram,Aldehydes,C20H30O5,350.4,"[['C', 20], ['H', 30], ['O', 5]]","{'C': 0.6855593607305935, 'H': 0.0863013698630137, 'O': 0.22829623287671236}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '5cf55e96-d9dc-4b84-9c7e-a4b8ade70bf4')",Cumene,"('water', 'surface water')",kilogram,Cumene,C9H12,120.19,"[['C', 9], ['H', 12]]","{'C': 0.8994009484982111, 'H': 0.10064065230052417}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ae521be9-6534-4962-9183-3d36c4c74201')","Chlorosilane, trimethyl-","('water', 'ground-, long-term')",kilogram,Chlorosilane,ClH3Si,66.56,"[['Cl', 1], ['H', 3], ['Si', 1]]","{'Cl': 0.5326472355769231, 'H': 0.045432692307692306, 'Si': 0.4219651442307692}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '58eea1e4-bf8e-409c-9d92-4b3d90d85ae0')",Triethylene glycol,"('water',)",kilogram,Triethylene glycol,C6H14O4,150.17,"[['C', 6], ['H', 14], ['O', 4]]","{'C': 0.4798961177332357, 'H': 0.09397349670373577, 'O': 0.42615702204168615}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'd0aaa60f-40d9-4c12-a486-954333aa549f')",t-Butylamine,"('water', 'ground-, long-term')",kilogram,t-Butylamine,C4H11N,73.14,"[['C', 4], ['H', 11], ['N', 1]]","{'C': 0.6568772217664752, 'H': 0.15159967186218212, 'N': 0.19150943396226414}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '421bac85-d0d7-4ace-84d1-14865baabd3c')",Ethane thiol,"('air', 'lower stratosphere + upper troposphere')",kilogram,Ethane thiol,C2H6S,62.14,"[['C', 2], ['H', 6], ['S', 1]]","{'C': 0.3865786932732539, 'H': 0.09732861280978436, 'S': 0.5160122304473769}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '099aeca3-9b1a-44be-9b67-7bb90dffe37c')",Propanol,"('water', 'ground-, long-term')",kilogram,Propanol,C3H8O,60.1,"[['C', 3], ['H', 8], ['O', 1]]","{'C': 0.5995507487520799, 'H': 0.1341763727121464, 'O': 0.2662063227953411}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '3635d239-8c0f-4ebf-bc6c-07ca00bbc14c')",Methyl pentane,"('water', 'surface water')",kilogram,Methyl pentane,C6H14,86.18,"[['C', 6], ['H', 14]]","{'C': 0.8362265026688327, 'H': 0.16375029009050823}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9bbae55a-35de-4eff-a219-814a9fec5ac2')",Chromium VI,"('water', 'ground-')",kilogram,Chromium,Cr,51.996,"[['Cr', 1]]",{'Cr': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'a765d3a1-65c6-4544-8487-b3104b937568')",Acetone,"('air', 'lower stratosphere + upper troposphere')",kilogram,Acetone,C3H6O,58.08,"[['C', 3], ['H', 6], ['O', 1]]","{'C': 0.6204028925619836, 'H': 0.10413223140495868, 'O': 0.27546487603305786}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '7d58b774-db61-4a8f-9072-d051c494a64f')",Diisobutyl ketone,"('water', 'ground-')",kilogram,Diisobutyl ketone,C9H18O,142.24,"[['C', 9], ['H', 18], ['O', 1]]","{'C': 0.7599760967379077, 'H': 0.12755905511811022, 'O': 0.1124789088863892}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '87a69874-34f9-4070-a525-aa301ab2634b')",Zinc,"('air', 'lower stratosphere + upper troposphere')",kilogram,Zinc,Zn,65.4,"[['Zn', 1]]",{'Zn': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'eb2bfdf1-1881-40e8-bebb-d674b2a79149')","Lithium, ion","('water',)",kilogram,Lithium,Li,7.0,"[['Li', 1]]",{'Li': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '8cbaa905-41b0-4327-8403-bf1c8eb25429')",1-Pentene,"('air', 'urban air close to ground')",kilogram,1-Pentene,C5H10,70.13,"[['C', 5], ['H', 10]]","{'C': 0.8563382290032796, 'H': 0.14373306716098674}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '2853753b-084a-4962-bc19-c32d3a52ac2d')",Scandium,"('air', 'lower stratosphere + upper troposphere')",kilogram,Scandium,Sc,44.95591,"[['Sc', 1]]",{'Sc': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '8d50d9ce-3284-4a1e-ab89-2a7a931b110d')",3-Methyl-1-butanol,"('air', 'non-urban air or from high stacks')",kilogram,3-Methyl-1-butanol,C5H12O,88.15,"[['C', 5], ['H', 12], ['O', 1]]","{'C': 0.6812819058423141, 'H': 0.13722064662507089, 'O': 0.18149744753261485}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9beb60a3-3a8c-4345-9a0e-107eec2f709f')",Propane,"('air', 'non-urban air or from high stacks')",kilogram,Propane,C3H8,44.1,"[['C', 3], ['H', 8]]","{'C': 0.8170748299319728, 'H': 0.18285714285714286}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '40022b1f-8906-4c54-a074-bf1a3fc9b13f')","Ethane, pentafluoro-, HFC-125","('air', 'lower stratosphere + upper troposphere')",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9e253ace-bf5e-40f2-b9d3-104595b327e4')",Fludioxonil,"('soil', 'agricultural')",kilogram,Fludioxonil,C12H6F2N2O2,248.18,"[['C', 12], ['H', 6], ['F', 2], ['N', 2], ['O', 2]]","{'C': 0.5807559029736482, 'H': 0.024369409299701827, 'F': 0.15309855749858975, 'N': 0.11287775002014666, 'O': 0.12893061487629945}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '0d30fcbb-9262-4026-8e0d-119fb12a04b0')",Hexamethyldisilizane,"('air', 'non-urban air or from high stacks')",kilogram,Hexamethyldisilizane,C6H19NSi2,161.39,"[['C', 6], ['H', 19], ['N', 1], ['Si', 2]]","{'C': 0.44653324245616216, 'H': 0.11866906251936304, 'N': 0.0867897639258938, 'Si': 0.3480513042939464}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'ea5789d9-c0f9-4aeb-9df9-0caaf211534b')","Toluene, 2-chloro","('water', 'surface water')",kilogram,Toluene,C7H8,92.14,"[['C', 7], ['H', 8]]","{'C': 0.9124918602127198, 'H': 0.08751899283698719}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '96f0a692-ddb9-4a4c-8236-7c943929653d')",Cesium,"('water', 'surface water')",kilogram,Cesium,Cs,132.905452,"[['Cs', 1]]",{'Cs': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '446e7a93-6ac4-4bdf-b97d-03f683c7488c')",2-Methyl-1-propanol,"('water',)",kilogram,2-Methyl-1-propanol,C4H10O,74.12,"[['C', 4], ['H', 10], ['O', 1]]","{'C': 0.6481921208850512, 'H': 0.13599568267674042, 'O': 0.21585267134376687}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '1652c2e3-c6c5-49e1-9ad1-34c188087ca6')","Ethane, 1-chloro-1,1-difluoro-, HCFC-142b","('air', 'lower stratosphere + upper troposphere')",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '77c7dcf8-1d10-4725-9f8f-bcdccaed0836')","Nitrogen, organic bound","('water', 'ocean')",kilogram,Nitrogen,N2,28.014,"[['N', 2]]",{'N': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '67eab677-a799-4515-aba8-c470d2dba37d')",Hydrogen peroxide,"('water', 'ground-, long-term')",kilogram,Hydrogen peroxide,H2O2,34.015,"[['H', 2], ['O', 2]]","{'H': 0.059267970013229455, 'O': 0.9407026311921212}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '10ee0828-0340-4fe0-a3df-a9f3a8c6d939')",Cumene,"('water', 'ground-')",kilogram,Cumene,C9H12,120.19,"[['C', 9], ['H', 12]]","{'C': 0.8994009484982111, 'H': 0.10064065230052417}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '3941d87e-6d5c-45d0-9fd5-16e3b948431c')",Hexazinone,"('soil', 'agricultural')",kilogram,Hexazinone,C12H20N4O2,252.31,"[['C', 12], ['H', 20], ['N', 4], ['O', 2]]","{'C': 0.5712496532043915, 'H': 0.07990170821608339, 'N': 0.22206016408386509, 'O': 0.12682018152272997}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'f7882aae-499b-42ab-8fa0-b4e20b609cc0')",Helium,"('air', 'lower stratosphere + upper troposphere')",kilogram,Helium,He,4.0026,"[['He', 1]]",{'He': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', 'bd02a7ec-dcb5-4609-bc96-cc7a96601ce2')",Glyphosate,"('air', 'non-urban air or from high stacks')",kilogram,Glyphosate,C3H8NO5P,169.07,"[['C', 3], ['H', 8], ['N', 1], ['O', 5], ['P', 1]]","{'C': 0.21312474123144262, 'H': 0.04769622050038446, 'N': 0.08284734133790737, 'O': 0.4731472171289999, 'P': 0.1832022239309162}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9ada9c2e-9817-42fe-88ba-3c18aba85585')",Cyclohexane,"('air', 'low population density, long-term')",kilogram,Cyclohexane,C6H12,84.16,"[['C', 6], ['H', 12]]","{'C': 0.8562975285171104, 'H': 0.14372623574144489}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '98313bb5-3f35-4e11-bf3e-03ad2dae591b')",Hydrogen peroxide,"('water', 'surface water')",kilogram,Hydrogen peroxide,H2O2,34.015,"[['H', 2], ['O', 2]]","{'H': 0.059267970013229455, 'O': 0.9407026311921212}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'b52924d8-e53f-4bd4-bb9e-1902db1784b2')",Clethodim,"('air', 'non-urban air or from high stacks')",kilogram,Clethodim,C17H26ClNO3S,359.9,"[['C', 17], ['H', 26], ['Cl', 1], ['N', 1], ['O', 3], ['S', 1]]","{'C': 0.5673437065851625, 'H': 0.07282022784106697, 'Cl': 0.09850791886635178, 'N': 0.03891914420672409, 'O': 0.13336204501250348, 'S': 0.08909419283134204}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '971f25e5-1501-454a-8a5a-2723f84d7974')",Linuron,"('soil', 'agricultural')",kilogram,Linuron,C9H10Cl2N2O2,249.09,"[['C', 9], ['H', 10], ['Cl', 2], ['N', 2], ['O', 2]]","{'C': 0.4339756714440563, 'H': 0.040467300975551006, 'Cl': 0.2846601629932956, 'N': 0.11246537396121883, 'O': 0.12845959291822234}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '2b8204fa-c9bf-5465-9aa2-d79024a19b1a')",2-chlorobenzaldehyde,"('water',)",kilogram,2-chlorobenzaldehyde,C7H5ClO,140.56,"[['C', 7], ['H', 5], ['Cl', 1], ['O', 1]]","{'C': 0.5981573705179283, 'H': 0.035856573705179286, 'Cl': 0.25222680705748435, 'O': 0.1138232783153102}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '9310f497-3205-4717-aaa8-1a94c321f7d8')","Sodium, ion","('water', 'ocean')",kilogram,Sodium,Na,22.9897693,"[['Na', 1]]",{'Na': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '2ce73c7e-01b7-4fc0-a995-0e3785d5277d')",Borate,"('water', 'ocean')",kilogram,Borate,BO3-3,58.81,"[['B', 1], ['O', 3]]","{'B': 0.18381227682366943, 'O': 0.816136711443632}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '48adac6a-94d3-4a65-901b-e60824c01a65')",Anthranilic acid,"('air', 'urban air close to ground')",kilogram,Anthranilic acid,C7H7NO2,137.14,"[['C', 7], ['H', 7], ['N', 1], ['O', 2]]","{'C': 0.6130742307131399, 'H': 0.051451071897331196, 'N': 0.10213650284380925, 'O': 0.23332361090856063}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '79240a49-80cf-4be4-b5c2-bfdd3f4aa249')",2-Methyl-1-propanol,"('water', 'surface water')",kilogram,2-Methyl-1-propanol,C4H10O,74.12,"[['C', 4], ['H', 10], ['O', 1]]","{'C': 0.6481921208850512, 'H': 0.13599568267674042, 'O': 0.21585267134376687}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '5c91a905-8d1d-4b84-b207-9b6332b4425e')",Butyl acetate,"('air', 'non-urban air or from high stacks')",kilogram,Butyl acetate,C6H12O2,116.16,"[['C', 6], ['H', 12], ['O', 2]]","{'C': 0.6204028925619836, 'H': 0.10413223140495868, 'O': 0.27546487603305786}",1.0,dissipation
"('ecoinvent-3.4-biosphere', '3e419ebc-c0f1-4f85-a544-cf3460a680b6')",Boron,"('air', 'urban air close to ground')",kilogram,Boron,B,10.81,"[['B', 1]]",{'B': 1.0},1.0,dissipation
"('ecoinvent-3.4-biosphere', '823106de-a29a-481f-8647-728a19b9294d')",Ethane,"('air', 'low population density, long-term')",kilogram,Ethane,C2H6,30.07,"[['C', 2], ['H', 6]]","{'C': 0.7988693049551047, 'H': 0.20113069504489525}",1.0,dissipation
"('ecoinvent-3.4-biosphere', 'aecf5a99-a578-4321-884b-0a198a531507')",Ethane thiol,"('air', 'low population density, long-term')",kilogram,Ethane thiol,C2H6S,62.14,"[['C', 2], ['H', 6], ['S', 1]]","{'C': 0.3865786932732539, 'H': 0.09732861280978436, 'S': 0.5160122304473769}",1.0,dissipation
